Date,Open,High (Rs.),Low (Rs.),Close (Rs.),Trade Volume,Share Volume,Turnover (Rs.)
7 MAY 2019,132,132,132,132,1,75,9900
6 MAY 2019,132,132,132,132,1,76,10032
3 MAY 2019,136.4,136.9,132,132,9,5077,670510.3
2 MAY 2019,134.8,135,130.1,133.2,6,116,15447.9
30 APR 2019,134.7,134.8,134.7,133.7,3,74,9970.4
29 APR 2019,134.5,134.9,134.5,133.7,6,74,9980.9
26 APR 2019,134.7,134.7,122.2,133.7,5,76,10224.3
25 APR 2019,132,134.7,132,133.7,7,114,15246.6
24 APR 2019,132.5,132.5,132.5,134.7,1,76,10070
23 APR 2019,134.6,134.7,134.6,134.7,3,74,9967.4
18 APR 2019,134.6,134.7,134.6,134.7,3,74,9967.6
17 APR 2019,134.7,134.7,134.7,134.7,1,74,9967.8
16 APR 2019,134.7,134.7,134.7,134.7,5,148,19935.6
11 APR 2019,130,130,130,130,2,176,22880
10 APR 2019,133.8,133.9,133.8,136,4,75,10042.1
9 APR 2019,130,134,130,136,2,74,9912
8 APR 2019,136,137.5,130.1,136,7,1629,221467.5
3 APR 2019,130,130,130,130,2,1894,246220
1 APR 2019,128.1,128.1,128.1,127,2,49,6276.9
27 MAR 2019,130,130,130,127,1,1,130
26 MAR 2019,127,127,127,127,2,1400,177800
25 MAR 2019,127,127,127,127,1,500,63500
22 MAR 2019,120,120,120,125,2,20,2400
12 MAR 2019,125,129.9,125,125,4,2295,286889.7
11 MAR 2019,129.9,129.8,129.8,129.9,1,1,129.8
28 FEB 2019,129.9,129.9,129.9,129.9,3,500,64950
26 FEB 2019,129.9,130,126.2,129.9,5,2301,298926.2
25 FEB 2019,130,130,130,130,5,13429,1745770
22 FEB 2019,130,130,130,130,2,6573,854490
21 FEB 2019,130,130,130,130,1,8,1040
20 FEB 2019,130,131,130,130,4,2397,311631
18 FEB 2019,131,133.5,131,131,5,7008,918088
15 FEB 2019,132.7,133.5,132.5,132.7,7,27104,3617634.2
14 FEB 2019,133.4,133.4,131.8,133.4,8,8008,1067934.4
13 FEB 2019,131.8,131.8,131,131.8,3,1008,132848
12 FEB 2019,130,130,130,130,6,7805,1014650
11 FEB 2019,130,130.1,130,130,13,37307,4850010
8 FEB 2019,132,134,132,132,7,990,131647
7 FEB 2019,130.2,134,130,130.2,7,2160,281300
6 FEB 2019,130,130.1,130,130,5,2494,324300
