"Date","Price","Open","High","Low","Change %"
"05/26/2025","11.406","11.406","11.406","11.406","-0.51%"
"05/23/2025","11.465","11.465","11.465","11.465","-0.96%"
"05/22/2025","11.576","11.576","11.576","11.576","0.01%"
"05/21/2025","11.575","11.575","11.575","11.575","0.00%"
"05/20/2025","11.575","11.575","11.575","11.575","0.22%"
"05/19/2025","11.550","11.550","11.550","11.550","-0.15%"
"05/16/2025","11.567","11.567","11.567","11.567","-0.51%"
"05/15/2025","11.626","11.626","11.626","11.626","-0.56%"
"05/14/2025","11.692","11.692","11.692","11.692","-1.16%"
"05/09/2025","11.829","11.829","11.829","11.829","0.00%"
"05/08/2025","11.829","11.829","11.829","11.829","0.01%"
"05/07/2025","11.828","11.828","11.828","11.828","-1.23%"
"05/06/2025","11.975","11.975","11.975","11.975","0.90%"
"05/05/2025","11.868","11.868","11.868","11.868","0.00%"
"05/02/2025","11.868","11.868","11.868","11.868","-0.01%"
"04/30/2025","11.869","11.869","11.869","11.869","-0.24%"
"04/29/2025","11.898","11.898","11.898","11.898","0.00%"
"04/28/2025","11.898","11.898","11.898","11.898","0.25%"
"04/25/2025","11.868","11.868","11.868","11.868","0.00%"
"04/24/2025","11.868","11.868","11.868","11.868","0.00%"
"04/23/2025","11.868","11.868","11.868","11.868","0.00%"
"04/22/2025","11.868","11.868","11.868","11.868","0.00%"
"04/21/2025","11.868","11.868","11.868","11.868","0.00%"
"04/17/2025","11.868","11.868","11.868","11.868","0.00%"
"04/16/2025","11.868","11.868","11.868","11.868","0.26%"
"04/11/2025","11.837","11.837","11.837","11.837","-0.35%"
"04/10/2025","11.879","11.879","11.879","11.879","0.70%"
"04/09/2025","11.796","11.796","11.796","11.796","-0.69%"
"04/08/2025","11.878","11.878","11.878","11.878","0.68%"
"04/07/2025","11.798","11.798","11.798","11.798","0.00%"
"04/04/2025","11.798","11.798","11.798","11.798","0.51%"
"04/03/2025","11.738","11.738","11.738","11.738","0.00%"
"04/02/2025","11.738","11.738","11.738","11.738","0.00%"
"04/01/2025","11.738","11.738","11.738","11.738","-0.04%"
"03/28/2025","11.743","11.743","11.743","11.743","0.09%"
"03/27/2025","11.733","11.733","11.733","11.733","0.00%"
"03/26/2025","11.733","11.733","11.733","11.733","-0.26%"
"03/25/2025","11.763","11.763","11.763","11.763","0.00%"
"03/24/2025","11.763","11.763","11.763","11.763","-0.08%"
"03/21/2025","11.773","11.773","11.773","11.773","-0.34%"
"03/20/2025","11.813","11.813","11.813","11.813","-0.35%"
"03/19/2025","11.854","11.854","11.854","11.854","-1.13%"
"03/18/2025","11.990","11.990","11.990","11.990","-1.40%"
"03/17/2025","12.160","12.160","12.160","12.160","-0.01%"
"03/14/2025","12.161","12.161","12.161","12.161","-3.19%"
"03/12/2025","12.562","12.161","12.562","12.161","3.30%"
"03/11/2025","12.161","12.161","12.161","12.161","0.00%"
"03/10/2025","12.161","12.161","12.161","12.161","-0.01%"
"03/07/2025","12.162","12.162","12.162","12.162","0.00%"
"03/06/2025","12.162","12.162","12.162","12.162","0.01%"
"03/05/2025","12.161","12.161","12.161","12.161","0.00%"
"03/04/2025","12.161","12.161","12.161","12.161","0.00%"
"03/03/2025","12.161","12.161","12.161","12.161","-0.01%"
"02/28/2025","12.162","12.162","12.162","12.162","0.83%"
"02/27/2025","12.062","12.062","12.062","12.062","0.01%"
"02/25/2025","12.061","12.061","12.061","12.061","0.08%"
"02/24/2025","12.051","12.051","12.051","12.051","-0.01%"
"02/21/2025","12.052","12.052","12.052","12.052","0.00%"
"02/20/2025","12.052","12.052","12.052","12.052","0.01%"
"02/19/2025","12.051","12.051","12.051","12.051","0.00%"
"02/18/2025","12.051","12.051","12.051","12.051","0.00%"
"02/17/2025","12.051","12.051","12.051","12.051","-0.01%"
"02/14/2025","12.052","12.052","12.052","12.052","0.00%"
"02/13/2025","12.052","12.052","12.052","12.052","0.01%"
"02/11/2025","12.051","12.051","12.051","12.051","0.00%"
"02/10/2025","12.051","12.051","12.051","12.051","-0.01%"
"02/07/2025","12.052","12.052","12.052","12.052","0.00%"
"02/06/2025","12.052","12.052","12.052","12.052","0.01%"
"02/05/2025","12.051","12.051","12.051","12.051","0.00%"
"02/03/2025","12.051","12.051","12.051","12.051","-0.01%"
"01/31/2025","12.052","12.052","12.052","12.052","0.00%"
"01/30/2025","12.052","12.052","12.052","12.052","0.01%"
"01/29/2025","12.051","12.051","12.051","12.051","0.00%"
"01/28/2025","12.051","12.051","12.051","12.051","0.00%"
"01/27/2025","12.051","12.051","12.051","12.051","0.00%"
"01/24/2025","12.051","12.051","12.051","12.051","0.00%"
"01/23/2025","12.051","12.051","12.051","12.051","0.00%"
"01/22/2025","12.051","12.051","12.051","12.051","0.00%"
"01/21/2025","12.051","12.051","12.051","12.051","0.00%"
"01/20/2025","12.051","12.051","12.051","12.051","0.00%"
"01/17/2025","12.051","12.051","12.051","12.051","0.00%"
"01/16/2025","12.051","12.051","12.051","12.051","0.00%"
"01/15/2025","12.051","12.051","12.051","12.051","-0.01%"
"01/10/2025","12.052","12.052","12.052","12.052","0.00%"
"01/09/2025","12.052","12.052","12.052","12.052","0.01%"
"01/08/2025","12.051","12.051","12.051","12.051","0.00%"
"01/07/2025","12.051","12.051","12.051","12.051","0.00%"
"01/06/2025","12.051","12.051","12.051","12.051","0.00%"
"01/03/2025","12.051","12.051","12.051","12.051","-0.82%"
"01/02/2025","12.151","12.151","12.151","12.151","3.85%"
"01/01/2025","11.701","11.701","11.701","11.701","-0.26%"
"12/31/2024","11.731","11.731","11.731","11.731","-0.17%"
"12/30/2024","11.751","11.751","11.751","11.751","0.00%"
"12/27/2024","11.751","11.751","11.751","11.751","0.00%"
"12/26/2024","11.751","11.751","11.751","11.751","-3.69%"
"12/24/2024","12.201","12.201","12.201","12.201","0.00%"
"12/23/2024","12.201","12.201","12.201","12.201","0.00%"
"12/20/2024","12.201","12.201","12.201","12.201","0.00%"
"12/19/2024","12.201","12.201","12.201","12.201","0.00%"
"12/18/2024","12.201","12.201","12.201","12.201","0.00%"
"12/17/2024","12.201","12.201","12.201","12.201","0.00%"
"12/16/2024","12.201","12.201","12.201","12.201","0.00%"
"12/13/2024","12.201","12.201","12.201","12.201","-0.08%"
"12/12/2024","12.211","12.211","12.211","12.211","0.00%"
"12/11/2024","12.211","12.211","12.211","12.211","0.08%"
"12/10/2024","12.201","12.201","12.201","12.201","0.33%"
"12/09/2024","12.161","12.161","12.161","12.161","0.00%"
"12/06/2024","12.161","12.161","12.161","12.161","0.00%"
"12/05/2024","12.161","12.161","12.161","12.161","0.00%"
"12/04/2024","12.161","12.161","12.161","12.161","0.00%"
"12/03/2024","12.161","12.161","12.161","12.161","0.00%"
"12/02/2024","12.161","12.161","12.161","12.161","0.00%"
"11/29/2024","12.161","12.161","12.161","12.161","-0.59%"
"11/28/2024","12.233","12.233","12.233","12.233","3.30%"
"11/27/2024","11.842","11.842","11.842","11.842","-1.09%"
"11/26/2024","11.972","11.972","11.972","11.972","0.00%"
"11/25/2024","11.972","11.972","11.972","11.972","-0.01%"
"11/22/2024","11.973","11.973","11.973","11.973","0.00%"
"11/21/2024","11.973","11.973","11.973","11.973","0.01%"
"11/20/2024","11.972","11.972","11.972","11.972","0.17%"
"11/19/2024","11.952","11.952","11.952","11.952","-6.00%"
"11/18/2024","12.715","12.715","12.715","12.715","-0.32%"
"11/14/2024","12.756","12.756","12.756","12.756","-0.31%"
"11/13/2024","12.796","12.796","12.796","12.796","-0.30%"
"11/12/2024","12.835","12.835","12.835","12.835","0.00%"
"11/11/2024","12.835","12.835","12.835","12.835","0.00%"
"11/08/2024","12.835","12.835","12.835","12.835","0.00%"
"11/07/2024","12.835","12.835","12.835","12.835","0.00%"
"11/06/2024","12.835","12.835","12.835","12.835","0.00%"
"11/05/2024","12.835","12.835","12.835","12.835","0.39%"
"11/04/2024","12.785","12.785","12.785","12.785","-2.29%"
"11/01/2024","13.085","13.086","13.086","13.085","-0.01%"
"10/30/2024","13.086","13.086","13.086","13.086","0.01%"
"10/29/2024","13.085","13.085","13.085","13.085","0.00%"
"10/28/2024","13.085","13.085","13.085","13.085","0.00%"
"10/25/2024","13.085","13.085","13.085","13.085","0.00%"
"10/24/2024","13.085","13.085","13.085","13.085","0.00%"
"10/23/2024","13.085","13.085","13.085","13.085","0.00%"
"10/22/2024","13.085","13.085","13.085","13.085","0.15%"
"10/21/2024","13.065","13.065","13.065","13.065","0.00%"
"10/18/2024","13.065","13.065","13.065","13.065","0.07%"
"10/16/2024","13.056","13.056","13.056","13.056","0.01%"
"10/15/2024","13.055","13.055","13.055","13.055","0.00%"
"10/14/2024","13.055","13.055","13.055","13.055","0.00%"
"10/11/2024","13.055","13.055","13.055","13.055","0.00%"
"10/10/2024","13.055","13.055","13.055","13.055","0.00%"
"10/09/2024","13.055","13.055","13.055","13.055","0.00%"
"10/08/2024","13.055","13.055","13.055","13.055","0.00%"
"10/07/2024","13.055","13.055","13.055","13.055","-0.15%"
"10/04/2024","13.075","13.075","13.075","13.075","-2.02%"
"10/03/2024","13.345","13.345","13.345","13.345","0.00%"
"10/02/2024","13.345","13.345","13.345","13.345","0.00%"
"10/01/2024","13.345","13.345","13.345","13.345","0.00%"
"09/30/2024","13.345","13.345","13.345","13.345","-0.82%"
"09/27/2024","13.455","13.455","13.455","13.455","-0.07%"
"09/26/2024","13.465","13.465","13.465","13.465","-2.32%"
"09/25/2024","13.785","13.785","13.785","13.785","-0.79%"
"09/24/2024","13.895","13.985","13.985","13.985","-0.64%"
"09/23/2024","13.985","13.985","13.985","13.985","1.67%"
"09/20/2024","13.755","13.986","13.986","13.986","0.00%"
"09/19/2024","13.755","13.755","13.755","13.755","0.00%"
"09/18/2024","13.755","13.755","13.755","13.755","2.52%"
"09/13/2024","13.417","13.437","13.437","13.437","0.00%"
"09/12/2024","13.417","13.417","13.417","13.417","0.46%"
"09/11/2024","13.355","13.355","13.355","13.355","0.00%"
"09/10/2024","13.355","13.355","13.355","13.355","0.91%"
"09/09/2024","13.235","13.235","13.235","13.235","-0.01%"
"09/06/2024","13.236","13.236","13.236","13.236","-0.34%"
"09/05/2024","13.281","13.281","13.281","13.281","0.35%"
"09/04/2024","13.235","13.235","13.235","13.235","0.00%"
"09/03/2024","13.235","13.235","13.235","13.235","0.00%"
"09/02/2024","13.235","13.235","13.235","13.235","-0.01%"
"08/30/2024","13.236","13.236","13.236","13.236","0.00%"
"08/29/2024","13.236","13.236","13.236","13.236","0.01%"
"08/28/2024","13.235","13.235","13.235","13.235","0.00%"
"08/27/2024","13.235","13.235","13.235","13.235","0.00%"
"08/26/2024","13.235","13.235","13.235","13.235","-0.02%"
"08/23/2024","13.237","13.237","13.237","13.237","0.01%"
"08/22/2024","13.236","13.236","13.236","13.236","0.01%"
"08/21/2024","13.235","13.235","13.235","13.235","-0.47%"
"08/20/2024","13.297","13.297","13.297","13.297","0.00%"
"08/16/2024","13.297","13.297","13.297","13.297","0.00%"
"08/15/2024","13.297","13.297","13.297","13.297","-0.06%"
"08/14/2024","13.305","13.305","13.305","13.305","0.83%"
"08/13/2024","13.195","13.195","13.195","13.195","0.00%"
"08/12/2024","13.195","13.195","13.195","13.195","-0.01%"
"08/09/2024","13.196","13.196","13.196","13.196","0.00%"
"08/08/2024","13.196","13.196","13.196","13.196","0.46%"
"08/07/2024","13.135","13.135","13.135","13.135","-0.05%"
"08/06/2024","13.141","13.141","13.141","13.141","-1.33%"
"08/05/2024","13.318","13.318","13.318","13.318","-0.01%"
"08/02/2024","13.319","13.319","13.319","13.319","0.00%"
"08/01/2024","13.319","13.318","13.319","13.318","0.01%"
"07/31/2024","13.318","13.302","13.318","13.302","0.12%"
"07/30/2024","13.302","13.302","13.302","13.302","0.28%"
"07/29/2024","13.266","13.266","13.266","13.266","0.19%"
"07/26/2024","13.240","13.240","13.240","13.240","0.00%"
"07/25/2024","13.240","13.238","13.240","13.238","0.01%"
"07/24/2024","13.238","13.238","13.238","13.238","0.00%"
"07/23/2024","13.238","13.238","13.238","13.238","0.00%"
"07/22/2024","13.238","13.238","13.238","13.238","-0.01%"
"07/19/2024","13.240","13.240","13.240","13.240","0.00%"
"07/18/2024","13.240","13.240","13.240","13.240","-0.15%"
"07/17/2024","13.259","13.259","13.259","13.259","0.00%"
"07/16/2024","13.259","13.302","13.302","13.259","-0.32%"
"07/15/2024","13.302","13.302","13.302","13.302","-0.01%"
"07/12/2024","13.303","13.271","13.303","13.271","0.24%"
"07/11/2024","13.271","13.269","13.271","13.269","0.01%"
"07/10/2024","13.269","13.269","13.269","13.269","0.00%"
"07/09/2024","13.269","13.269","13.269","13.269","0.00%"
"07/08/2024","13.269","13.269","13.269","13.269","-0.01%"
"07/05/2024","13.271","13.271","13.271","13.271","0.00%"
"07/04/2024","13.271","13.302","13.302","13.271","-0.23%"
"07/03/2024","13.302","13.302","13.302","13.302","0.00%"
"07/02/2024","13.302","13.302","13.302","13.302","0.00%"
"07/01/2024","13.302","13.302","13.302","13.302","-0.01%"
"06/28/2024","13.302","13.302","13.302","13.302","0.04%"
"06/27/2024","13.297","13.296","13.297","13.296","0.01%"
"06/26/2024","13.296","13.296","13.296","13.296","0.00%"
"06/25/2024","13.296","13.296","13.296","13.296","0.00%"
"06/24/2024","13.296","13.296","13.296","13.296","-0.01%"
"06/21/2024","13.297","13.297","13.297","13.297","0.00%"
"06/20/2024","13.297","13.297","13.297","13.297","0.45%"
"06/19/2024","13.238","13.238","13.238","13.238","-0.11%"
"06/18/2024","13.253","13.149","13.254","13.149","0.79%"
"06/17/2024","13.149","13.149","13.149","13.149","0.00%"
"06/14/2024","13.149","13.149","13.149","13.149","0.00%"
"06/13/2024","13.149","13.116","13.149","13.116","0.25%"
"06/12/2024","13.116","13.116","13.116","13.116","0.00%"
"06/11/2024","13.116","13.116","13.116","13.116","0.00%"
"06/10/2024","13.116","13.090","13.116","13.090","0.20%"
"06/07/2024","13.090","13.090","13.090","13.090","0.00%"
"06/06/2024","13.090","13.089","13.090","13.089","0.01%"
"06/05/2024","13.089","13.089","13.089","13.089","0.00%"
"06/04/2024","13.089","13.089","13.089","13.089","0.00%"
"06/03/2024","13.089","13.089","13.089","13.089","-0.02%"
"05/31/2024","13.090","13.090","13.090","13.090","0.00%"
"05/30/2024","13.090","13.090","13.090","13.090","0.01%"
"05/29/2024","13.090","13.090","13.090","13.090","0.00%"
"05/28/2024","13.090","13.090","13.090","13.090","0.00%"
"05/27/2024","13.090","13.090","13.090","13.090","-0.02%"
"05/24/2024","13.092","13.092","13.092","13.092","0.00%"
"05/23/2024","13.092","13.092","13.092","13.092","0.00%"
"05/22/2024","13.092","13.092","13.092","13.092","0.00%"
"05/21/2024","13.092","13.090","13.092","13.090","0.02%"
"05/20/2024","13.090","13.090","13.090","13.090","-0.02%"
"05/17/2024","13.092","13.092","13.092","13.092","0.00%"
"05/16/2024","13.092","13.090","13.092","13.090","0.02%"
"05/15/2024","13.090","13.132","13.132","13.090","-0.32%"
"05/14/2024","13.132","13.292","13.292","13.132","-1.20%"
"05/13/2024","13.292","13.292","13.292","13.292","-0.49%"
"05/10/2024","13.358","13.358","13.358","13.358","0.00%"
"05/09/2024","13.358","13.356","13.358","13.356","0.01%"
"05/08/2024","13.356","13.356","13.356","13.356","0.00%"
"05/07/2024","13.356","13.356","13.356","13.356","0.00%"
"05/06/2024","13.356","13.356","13.356","13.356","-0.01%"
"05/03/2024","13.357","13.357","13.357","13.357","0.00%"
"05/02/2024","13.358","13.366","13.366","13.358","-0.06%"
"05/01/2024","13.366","13.366","13.366","13.366","0.00%"
"04/30/2024","13.366","13.446","13.446","13.366","-0.59%"
"04/29/2024","13.446","13.447","13.447","13.446","-0.01%"
"04/26/2024","13.447","13.447","13.447","13.447","0.00%"
"04/25/2024","13.447","13.444","13.447","13.444","0.02%"
"04/24/2024","13.444","13.444","13.444","13.444","-0.01%"
"04/23/2024","13.446","13.446","13.446","13.446","0.00%"
"04/22/2024","13.446","13.446","13.446","13.446","-0.02%"
"04/19/2024","13.448","13.447","13.448","13.447","0.01%"
"04/18/2024","13.447","13.447","13.447","13.447","0.02%"
"04/17/2024","13.444","13.444","13.444","13.444","0.00%"
"04/16/2024","13.444","13.444","13.444","13.444","0.00%"
"04/15/2024","13.444","13.444","13.444","13.444","-0.03%"
"04/12/2024","13.448","13.448","13.448","13.448","0.00%"
"04/11/2024","13.448","13.448","13.448","13.448","0.00%"
"04/10/2024","13.448","13.401","13.448","13.401","0.35%"
"04/09/2024","13.401","13.257","13.401","13.257","1.08%"
"04/08/2024","13.257","13.257","13.257","13.257","-1.06%"
"04/05/2024","13.399","13.399","13.399","13.399","0.00%"
"04/04/2024","13.399","13.398","13.399","13.398","0.01%"
"04/03/2024","13.398","13.398","13.398","13.398","0.00%"
"04/02/2024","13.398","13.398","13.398","13.398","0.00%"
"04/01/2024","13.398","13.398","13.398","13.398","-0.02%"
"03/29/2024","13.401","13.401","13.401","13.401","0.00%"
"03/28/2024","13.401","13.399","13.401","13.399","0.01%"
"03/27/2024","13.399","13.425","13.425","13.399","-0.19%"
"03/26/2024","13.425","13.425","13.425","13.425","0.00%"
"03/25/2024","13.425","13.425","13.425","13.425","-0.01%"
"03/22/2024","13.426","13.426","13.426","13.426","0.00%"
"03/21/2024","13.426","13.425","13.426","13.425","0.01%"
"03/20/2024","13.425","13.425","13.425","13.425","0.00%"
"03/19/2024","13.425","13.425","13.425","13.425","0.00%"
"03/18/2024","13.425","13.425","13.425","13.425","-0.01%"
"03/15/2024","13.426","13.460","13.460","13.426","-0.25%"
"03/14/2024","13.460","13.425","13.460","13.425","0.26%"
"03/13/2024","13.425","13.425","13.425","13.425","0.00%"
"03/12/2024","13.425","13.425","13.425","13.425","0.00%"
"03/11/2024","13.425","13.425","13.425","13.425","-0.02%"
"03/08/2024","13.427","13.427","13.427","13.427","0.00%"
"03/07/2024","13.427","13.427","13.427","13.427","0.00%"
"03/06/2024","13.427","13.425","13.427","13.425","0.02%"
"03/05/2024","13.425","13.425","13.425","13.425","0.00%"
"03/04/2024","13.425","13.425","13.425","13.425","-0.01%"
"03/01/2024","13.426","13.426","13.426","13.426","0.00%"
"02/29/2024","13.426","13.425","13.426","13.425","0.01%"
"02/28/2024","13.425","13.425","13.425","13.425","0.00%"
"02/27/2024","13.425","13.425","13.425","13.425","0.00%"
"02/26/2024","13.425","13.425","13.425","13.425","0.00%"
"02/23/2024","13.425","13.425","13.425","13.425","-0.01%"
"02/22/2024","13.426","13.426","13.426","13.426","0.33%"
"02/21/2024","13.382","13.382","13.382","13.382","0.01%"
"02/20/2024","13.382","13.382","13.382","13.382","0.00%"
"02/19/2024","13.382","13.382","13.382","13.382","-0.01%"
"02/16/2024","13.384","13.384","13.384","13.384","0.00%"
"02/15/2024","13.384","13.384","13.384","13.384","0.01%"
"02/14/2024","13.382","13.382","13.382","13.382","-0.12%"
"02/13/2024","13.397","13.477","13.477","13.397","-0.59%"
"02/12/2024","13.477","13.477","13.477","13.477","-0.41%"
"02/09/2024","13.533","13.660","13.660","13.533","-0.94%"
"02/08/2024","13.660","13.660","13.660","13.660","0.72%"
"02/07/2024","13.564","13.590","13.590","13.564","-0.19%"
"02/06/2024","13.590","13.590","13.590","13.590","0.00%"
"02/05/2024","13.590","13.590","13.590","13.590","-0.09%"
"02/02/2024","13.602","13.602","13.602","13.602","-1.53%"
"02/01/2024","13.813","13.813","13.813","13.813","4.17%"
"01/31/2024","13.260","13.260","13.260","13.260","-0.75%"
"01/30/2024","13.360","13.360","13.360","13.360","0.00%"
"01/29/2024","13.360","13.360","13.360","13.360","-1.15%"
"01/26/2024","13.516","13.516","13.516","13.516","1.14%"
"01/25/2024","13.363","13.363","13.363","13.363","0.00%"
"01/24/2024","13.363","13.363","13.363","13.363","-0.04%"
"01/23/2024","13.368","13.367","13.368","13.367","0.01%"
"01/22/2024","13.367","13.367","13.367","13.367","-0.06%"
"01/19/2024","13.375","13.375","13.375","13.375","-0.15%"
"01/18/2024","13.394","13.394","13.394","13.394","0.01%"
"01/17/2024","13.394","13.394","13.394","13.394","0.00%"
"01/16/2024","13.394","13.396","13.396","13.394","-0.01%"
"01/15/2024","13.396","13.396","13.396","13.396","0.00%"
"01/12/2024","13.396","13.396","13.396","13.396","0.00%"
"01/11/2024","13.396","13.394","13.396","13.394","0.01%"
"01/10/2024","13.394","13.381","13.394","13.381","0.10%"
"01/09/2024","13.381","13.363","13.381","13.363","0.13%"
"01/08/2024","13.363","13.363","13.363","13.363","0.00%"
"01/05/2024","13.363","13.363","13.363","13.363","0.00%"
"01/04/2024","13.363","13.363","13.363","13.363","0.00%"
"01/03/2024","13.363","13.363","13.363","13.363","0.00%"
"01/02/2024","13.363","13.363","13.363","13.363","0.00%"
"01/01/2024","13.363","13.363","13.363","13.363","-0.05%"
"12/29/2023","13.369","13.368","13.369","13.368","0.01%"
"12/28/2023","13.368","13.367","13.368","13.367","0.01%"
"12/27/2023","13.367","13.369","13.369","13.367","-0.01%"
"12/26/2023","13.369","13.369","13.369","13.369","0.00%"
"12/25/2023","13.369","13.369","13.369","13.369","0.00%"
"12/22/2023","13.369","13.369","13.369","13.369","0.00%"
"12/21/2023","13.369","13.367","13.369","13.367","0.01%"
"12/20/2023","13.367","13.367","13.367","13.367","0.00%"
"12/19/2023","13.367","13.367","13.367","13.367","0.00%"
"12/18/2023","13.367","13.399","13.399","13.367","-0.24%"
"12/15/2023","13.399","13.399","13.399","13.399","0.00%"
"12/14/2023","13.399","13.399","13.399","13.399","-0.08%"
"12/13/2023","13.409","13.409","13.409","13.409","0.00%"
"12/12/2023","13.409","13.408","13.409","13.408","0.00%"
"12/11/2023","13.408","13.408","13.408","13.408","0.16%"
"12/08/2023","13.387","13.467","13.467","13.387","-0.60%"
"12/07/2023","13.467","13.467","13.467","13.467","0.00%"
"12/06/2023","13.467","13.467","13.467","13.467","0.00%"
"12/05/2023","13.468","13.468","13.468","13.468","0.00%"
"12/04/2023","13.468","13.468","13.468","13.468","1.56%"
"12/01/2023","13.260","13.260","13.260","13.260","-0.31%"
"11/30/2023","13.302","13.291","13.302","13.291","0.00%"
"11/29/2023","13.302","13.302","13.302","13.302","0.02%"
"11/28/2023","13.299","13.302","13.302","13.299","-0.03%"
"11/27/2023","13.302","13.302","13.302","13.302","0.00%"
"11/24/2023","13.302","13.302","13.302","13.302","0.00%"
"11/23/2023","13.302","13.302","13.302","13.302","0.00%"
"11/22/2023","13.302","13.302","13.302","13.302","0.00%"
"11/21/2023","13.302","13.302","13.302","13.302","0.00%"
"11/20/2023","13.302","13.302","13.302","13.302","0.00%"
"11/17/2023","13.302","13.302","13.302","13.302","0.00%"
"11/16/2023","13.302","13.302","13.302","13.302","0.00%"
"11/15/2023","13.302","13.276","13.302","13.276","0.20%"
"11/14/2023","13.276","13.276","13.276","13.276","0.00%"
"11/13/2023","13.276","13.276","13.276","13.276","0.00%"
"11/10/2023","13.276","13.275","13.276","13.275","0.00%"
"11/09/2023","13.276","13.276","13.276","13.276","0.00%"
"11/08/2023","13.276","13.276","13.276","13.276","0.00%"
"11/07/2023","13.276","13.276","13.276","13.276","0.00%"
"11/06/2023","13.276","13.275","13.276","13.275","0.00%"
"11/03/2023","13.276","13.302","13.302","13.276","-0.20%"
"11/02/2023","13.302","13.275","13.302","13.275","0.20%"
"11/01/2023","13.276","13.276","13.276","13.276","0.00%"
"10/31/2023","13.276","13.222","13.276","13.222","0.40%"
"10/30/2023","13.222","13.222","13.222","13.222","0.00%"
"10/27/2023","13.222","13.222","13.222","13.222","0.00%"
"10/26/2023","13.222","13.222","13.222","13.222","0.00%"
"10/25/2023","13.222","13.222","13.222","13.222","0.00%"
"10/24/2023","13.222","13.222","13.222","13.222","0.00%"
"10/23/2023","13.222","13.222","13.222","13.222","0.00%"
"10/20/2023","13.222","13.222","13.222","13.222","0.00%"
"10/19/2023","13.222","13.222","13.222","13.222","0.00%"
"10/18/2023","13.222","13.222","13.222","13.222","0.00%"
"10/17/2023","13.222","13.063","13.222","13.063","1.22%"
"10/16/2023","13.063","13.063","13.063","13.063","0.00%"
"10/13/2023","13.063","13.063","13.063","13.063","1.23%"
"10/12/2023","12.903","12.903","12.903","12.903","0.00%"
"10/11/2023","12.903","12.903","12.903","12.903","0.00%"
"10/10/2023","12.903","12.903","12.903","12.903","0.00%"
"10/09/2023","12.903","12.876","12.903","12.876","0.21%"
"10/06/2023","12.877","12.876","12.877","12.876","0.00%"
"10/05/2023","12.877","12.691","12.877","12.691","1.46%"
"10/04/2023","12.691","12.691","12.691","12.691","0.00%"
"10/03/2023","12.691","12.691","12.691","12.691","0.00%"
"10/02/2023","12.691","12.691","12.691","12.691","0.00%"
"09/29/2023","12.691","12.691","12.691","12.691","0.00%"
"09/28/2023","12.691","12.691","12.691","12.691","0.00%"
"09/27/2023","12.691","12.691","12.691","12.691","0.00%"
"09/26/2023","12.691","12.691","12.691","12.691","0.00%"
"09/25/2023","12.691","12.691","12.691","12.691","0.00%"
"09/22/2023","12.691","12.691","12.691","12.691","0.00%"
"09/21/2023","12.691","12.691","12.691","12.691","0.00%"
"09/20/2023","12.691","12.691","12.691","12.691","0.00%"
"09/19/2023","12.691","12.797","12.797","12.691","-0.83%"
"09/18/2023","12.797","13.142","13.142","12.797","-2.63%"
"09/15/2023","13.142","13.169","13.169","13.142","-0.20%"
"09/14/2023","13.169","13.169","13.169","13.169","0.00%"
"09/13/2023","13.170","13.302","13.302","13.170","-1.00%"
"09/12/2023","13.302","13.302","13.302","13.302","0.00%"
"09/11/2023","13.302","13.355","13.355","13.302","-0.40%"
"09/08/2023","13.355","13.355","13.355","13.355","0.00%"
"09/07/2023","13.355","13.355","13.355","13.355","0.00%"
"09/06/2023","13.355","13.355","13.355","13.355","-1.07%"
"09/04/2023","13.500","13.500","13.500","13.500","0.00%"
"09/01/2023","13.500","13.457","13.500","13.457","0.32%"
"08/31/2023","13.457","13.457","13.457","13.457","0.00%"
"08/30/2023","13.457","13.457","13.457","13.457","0.00%"
"08/29/2023","13.457","13.208","13.457","13.208","1.89%"
"08/28/2023","13.208","13.208","13.208","13.208","0.00%"
"08/25/2023","13.208","12.923","13.208","12.923","2.20%"
"08/24/2023","12.923","12.831","12.923","12.831","0.72%"
"08/23/2023","12.831","12.873","12.873","12.831","-0.33%"
"08/22/2023","12.873","12.674","12.873","12.674","1.57%"
"08/21/2023","12.674","12.674","12.674","12.674","0.00%"
"08/18/2023","12.674","12.674","12.674","12.674","0.00%"
"08/17/2023","12.674","12.475","12.674","12.475","1.59%"
"08/16/2023","12.475","12.475","12.475","12.475","0.00%"
"08/15/2023","12.475","12.605","12.605","12.475","-1.03%"
"08/14/2023","12.605","12.743","12.743","12.605","-1.08%"
"08/11/2023","12.743","14.033","14.033","12.743","-9.20%"
"08/10/2023","14.033","14.033","14.033","14.033","0.00%"
"08/09/2023","14.033","14.033","14.033","14.033","0.00%"
"08/08/2023","14.033","14.033","14.033","14.033","0.00%"
"08/07/2023","14.033","14.033","14.033","14.033","0.00%"
"08/04/2023","14.033","14.033","14.033","14.033","0.00%"
"08/03/2023","14.033","14.033","14.033","14.033","0.00%"
"08/02/2023","14.033","14.033","14.033","14.033","-2.15%"
"08/01/2023","14.342","14.342","14.342","14.342","0.00%"
"07/31/2023","14.342","14.342","14.342","14.342","0.00%"
"07/28/2023","14.342","14.005","14.342","14.005","2.40%"
"07/27/2023","14.005","14.005","14.005","14.005","-0.01%"
"07/26/2023","14.006","14.006","14.006","14.006","0.00%"
"07/25/2023","14.006","14.006","14.006","14.006","0.00%"
"07/24/2023","14.006","14.006","14.006","14.006","0.00%"
"07/21/2023","14.006","14.006","14.006","14.006","0.01%"
