"Date","Price","Open","High","Low","Change %"
"07/20/2023","14.005","13.920","14.005","13.920","0.60%"
"07/19/2023","13.921","14.006","14.006","13.921","-0.61%"
"07/18/2023","14.006","14.005","14.006","14.005","0.00%"
"07/17/2023","14.005","14.005","14.006","14.005","0.00%"
"07/14/2023","14.005","13.941","14.005","13.941","0.46%"
"07/13/2023","13.941","13.941","13.941","13.941","0.00%"
"07/12/2023","13.942","13.941","13.942","13.941","0.00%"
"07/11/2023","13.942","14.611","14.611","13.942","-4.58%"
"07/10/2023","14.611","15.408","15.408","14.611","-5.18%"
"07/07/2023","15.408","15.408","15.408","15.408","0.00%"
"07/06/2023","15.408","16.722","16.722","15.408","-7.85%"
"07/05/2023","16.722","19.579","19.579","16.722","-14.59%"
"07/04/2023","19.579","19.577","19.579","19.577","0.01%"
"07/03/2023","19.577","19.577","19.577","19.577","0.00%"
"06/30/2023","19.577","19.577","19.577","19.577","0.00%"
"06/29/2023","19.577","19.577","19.577","19.577","0.00%"
"06/28/2023","19.577","19.573","19.577","19.573","0.03%"
"06/27/2023","19.573","19.579","19.579","19.573","-0.03%"
"06/26/2023","19.579","19.579","19.579","19.579","0.00%"
"06/23/2023","19.579","19.579","19.579","19.579","0.00%"
"06/22/2023","19.579","19.579","19.579","19.579","0.00%"
"06/21/2023","19.579","19.579","19.579","19.579","0.00%"
"06/20/2023","19.579","19.579","19.579","19.579","0.00%"
"06/19/2023","19.579","19.579","19.579","19.579","0.00%"
"06/16/2023","19.579","19.579","19.579","19.579","-1.38%"
"06/15/2023","19.851","19.851","19.851","19.851","0.00%"
"06/14/2023","19.851","20.812","20.812","19.851","-4.62%"
"06/13/2023","20.812","20.812","20.812","20.812","0.00%"
"06/12/2023","20.812","20.812","20.812","20.812","0.00%"
"06/09/2023","20.812","20.812","20.812","20.812","0.00%"
"06/08/2023","20.812","20.812","20.812","20.812","0.00%"
"06/07/2023","20.812","20.812","20.812","20.812","0.00%"
"06/06/2023","20.812","20.812","20.812","20.812","0.00%"
"06/05/2023","20.812","20.812","20.812","20.812","-9.95%"
"06/02/2023","23.112","23.112","23.112","23.112","0.00%"
"06/01/2023","23.112","23.743","23.743","23.112","-2.65%"
"05/31/2023","23.742","23.742","23.742","23.742","0.00%"
"05/30/2023","23.742","23.743","23.743","23.742","0.00%"
"05/29/2023","23.743","23.743","23.743","23.743","0.00%"
"05/26/2023","23.743","23.743","23.743","23.743","0.00%"
"05/25/2023","23.743","23.743","23.743","23.743","0.00%"
"05/24/2023","23.743","24.333","24.333","23.743","-2.42%"
"05/23/2023","24.333","24.333","24.333","24.333","0.00%"
"05/22/2023","24.333","24.333","24.333","24.333","0.00%"
"05/19/2023","24.333","24.753","24.753","24.333","-1.70%"
"05/18/2023","24.753","24.753","24.753","24.753","0.00%"
"05/17/2023","24.753","25.549","25.549","24.753","-3.11%"
"05/16/2023","25.549","25.549","25.549","25.549","0.00%"
"05/15/2023","25.549","25.549","25.549","25.549","-0.01%"
"05/12/2023","25.551","25.551","25.551","25.551","0.00%"
"05/11/2023","25.551","25.298","25.551","25.298","1.00%"
"05/10/2023","25.299","25.551","25.551","25.299","-0.99%"
"05/09/2023","25.551","25.552","25.552","25.551","0.00%"
"05/08/2023","25.552","25.552","25.552","25.552","0.00%"
"05/05/2023","25.552","25.552","25.552","25.552","0.00%"
"05/04/2023","25.552","25.552","25.552","25.552","0.00%"
"05/03/2023","25.552","25.552","25.552","25.552","0.00%"
"05/02/2023","25.552","25.553","25.553","25.552","0.00%"
"05/01/2023","25.553","25.553","25.553","25.553","0.00%"
"04/28/2023","25.553","25.553","25.553","25.553","0.00%"
"04/27/2023","25.553","25.553","25.553","25.553","0.00%"
"04/26/2023","25.553","25.555","25.555","25.553","0.00%"
"04/25/2023","25.555","25.555","25.555","25.555","0.00%"
"04/24/2023","25.555","25.555","25.555","25.555","4.11%"
"04/21/2023","24.545","24.287","24.545","24.287","1.07%"
"04/20/2023","24.287","24.287","24.287","24.287","0.00%"
"04/19/2023","24.288","24.288","24.288","24.288","0.00%"
"04/18/2023","24.288","24.288","24.288","24.288","0.00%"
"04/17/2023","24.288","24.288","24.288","24.288","-4.96%"
"04/14/2023","25.556","25.556","25.556","25.556","0.00%"
"04/13/2023","25.556","25.556","25.556","25.556","0.00%"
"04/12/2023","25.556","24.195","25.556","24.195","5.63%"
"04/11/2023","24.195","24.401","24.401","24.195","-0.85%"
"04/10/2023","24.402","24.403","24.403","24.402","0.00%"
"04/07/2023","24.403","24.403","24.403","24.403","0.00%"
"04/06/2023","24.403","24.421","24.421","24.403","-0.08%"
"04/05/2023","24.422","24.423","24.423","24.422","0.00%"
"04/04/2023","24.423","25.559","25.559","24.423","-4.44%"
"04/03/2023","25.559","25.559","25.559","25.559","0.33%"
"03/31/2023","25.475","25.559","25.559","25.475","-0.33%"
"03/30/2023","25.559","25.559","25.559","25.559","0.00%"
"03/29/2023","25.560","25.433","25.560","25.433","0.50%"
"03/28/2023","25.433","25.362","25.433","25.362","0.28%"
"03/27/2023","25.362","25.362","25.362","25.362","-0.82%"
"03/24/2023","25.573","25.573","25.573","25.573","0.00%"
"03/23/2023","25.573","25.402","25.573","25.402","0.67%"
"03/22/2023","25.402","25.785","25.785","25.402","-1.49%"
"03/21/2023","25.785","25.676","25.785","25.676","0.42%"
"03/20/2023","25.676","25.676","25.676","25.676","-1.37%"
"03/17/2023","26.032","25.913","26.032","25.913","0.46%"
"03/16/2023","25.913","25.913","25.913","25.913","0.00%"
"03/15/2023","25.913","25.468","25.913","25.468","1.75%"
"03/14/2023","25.468","25.788","25.788","25.468","-1.24%"
"03/13/2023","25.788","25.788","25.788","25.788","0.00%"
"03/10/2023","25.788","26.208","26.208","25.788","-1.60%"
"03/09/2023","26.208","26.574","26.574","26.208","-1.38%"
"03/08/2023","26.574","27.202","27.202","26.574","-2.31%"
"03/07/2023","27.202","27.417","27.417","27.202","-0.79%"
"03/06/2023","27.417","27.783","27.783","27.417","-1.32%"
"03/03/2023","27.783","27.822","27.822","27.783","-0.14%"
"03/02/2023","27.822","27.822","27.822","27.822","0.00%"
"03/01/2023","27.822","28.149","28.149","27.822","-1.16%"
"02/28/2023","28.149","28.149","28.149","28.149","0.00%"
"02/27/2023","28.149","28.149","28.149","28.149","0.00%"
"02/24/2023","28.149","28.075","28.149","28.075","0.26%"
"02/23/2023","28.075","28.075","28.075","28.075","0.00%"
"02/22/2023","28.075","28.076","28.076","28.075","0.00%"
"02/21/2023","28.076","28.492","28.492","28.076","-1.46%"
"02/20/2023","28.492","28.493","28.493","28.492","0.00%"
"02/17/2023","28.493","28.531","28.531","28.493","-0.14%"
"02/16/2023","28.531","28.532","28.532","28.531","0.00%"
"02/15/2023","28.532","28.493","28.532","28.493","0.14%"
"02/14/2023","28.493","28.430","28.493","28.430","0.22%"
"02/13/2023","28.430","28.430","28.430","28.430","0.01%"
"02/10/2023","28.427","28.430","28.430","28.427","-0.01%"
"02/09/2023","28.430","28.153","28.430","28.153","0.99%"
"02/08/2023","28.153","28.025","28.153","28.025","0.45%"
"02/07/2023","28.025","28.025","28.025","28.025","0.00%"
"02/06/2023","28.025","28.056","28.056","28.025","-0.11%"
"02/03/2023","28.056","28.026","28.056","28.026","0.11%"
"02/02/2023","28.026","27.948","28.027","27.948","0.28%"
"02/01/2023","27.948","27.948","27.948","27.948","0.00%"
"01/31/2023","27.948","27.948","27.948","27.948","0.00%"
"01/30/2023","27.948","27.948","27.948","27.948","0.00%"
"01/27/2023","27.949","27.949","27.949","27.949","0.00%"
"01/26/2023","27.949","27.949","27.949","27.949","0.00%"
"01/25/2023","27.949","27.949","27.949","27.949","0.00%"
"01/24/2023","27.949","27.949","27.949","27.949","0.00%"
"01/23/2023","27.949","27.950","27.950","27.949","-1.27%"
"01/20/2023","28.308","28.356","28.356","28.308","-0.17%"
"01/19/2023","28.356","28.556","28.556","28.356","-0.70%"
"01/18/2023","28.556","28.556","28.556","28.556","0.00%"
"01/17/2023","28.556","28.557","28.557","28.556","0.00%"
"01/16/2023","28.557","28.557","28.557","28.557","0.00%"
"01/13/2023","28.557","29.031","29.031","28.557","-1.63%"
"01/12/2023","29.031","28.590","29.031","28.590","1.54%"
"01/11/2023","28.590","28.756","28.756","28.590","-0.58%"
"01/10/2023","28.756","28.796","28.796","28.756","-0.14%"
"01/09/2023","28.796","29.031","29.031","28.796","-0.81%"
"01/06/2023","29.031","29.031","29.031","29.031","0.00%"
"01/05/2023","29.031","29.031","29.031","29.031","0.00%"
"01/04/2023","29.031","29.195","29.195","29.031","-0.56%"
"01/03/2023","29.195","29.196","29.196","29.195","0.00%"
"01/02/2023","29.196","29.026","29.197","29.026","0.59%"
"12/30/2022","29.026","29.026","29.026","29.026","0.00%"
"12/29/2022","29.026","29.025","29.026","29.025","0.00%"
"12/28/2022","29.025","29.026","29.026","29.025","0.00%"
"12/27/2022","29.026","29.108","29.108","29.026","-0.28%"
"12/26/2022","29.108","29.107","29.108","29.107","0.00%"
"12/23/2022","29.107","28.978","29.107","28.978","0.45%"
"12/22/2022","28.978","29.114","29.114","28.978","-0.47%"
"12/21/2022","29.114","29.114","29.114","29.112","0.00%"
"12/20/2022","29.114","29.510","29.510","29.114","-1.34%"
"12/19/2022","29.510","29.510","29.510","29.510","-0.12%"
"12/16/2022","29.545","29.545","29.545","28.840","0.00%"
"12/15/2022","29.545","29.861","29.861","28.840","-1.05%"
"12/14/2022","29.860","29.861","29.861","29.860","0.00%"
"12/13/2022","29.861","29.710","29.861","29.710","0.51%"
"12/12/2022","29.710","29.709","29.710","29.709","-0.12%"
"12/09/2022","29.745","29.767","29.767","29.745","2.13%"
"12/08/2022","29.124","29.767","29.767","29.124","-2.17%"
"12/07/2022","29.771","29.771","29.771","29.771","0.00%"
"12/06/2022","29.771","29.677","29.771","29.677","0.32%"
"12/05/2022","29.677","29.677","29.677","29.677","-3.49%"
"12/02/2022","30.750","30.750","30.750","30.750","0.00%"
"12/01/2022","30.750","30.837","30.837","30.750","-0.28%"
"11/30/2022","30.837","30.625","30.837","30.625","0.69%"
"11/29/2022","30.625","31.132","31.132","30.574","-1.63%"
"11/28/2022","31.132","31.221","31.221","31.132","-0.29%"
"11/25/2022","31.221","31.032","31.221","31.032","0.61%"
"11/24/2022","31.032","31.031","31.032","31.031","-0.81%"
"11/23/2022","31.285","31.622","31.622","31.285","-1.07%"
"11/22/2022","31.622","31.904","31.904","31.622","-0.88%"
"11/21/2022","31.904","31.904","31.904","31.904","-0.03%"
"11/18/2022","31.914","33.070","33.070","31.914","0.18%"
"11/17/2022","31.858","31.863","33.070","31.858","-0.02%"
"11/16/2022","31.863","32.757","33.127","31.862","-2.73%"
"11/15/2022","32.756","31.458","32.897","31.458","-0.43%"
"11/14/2022","32.896","31.458","33.126","31.458","4.57%"
"11/11/2022","31.458","31.459","31.459","31.458","0.00%"
"11/10/2022","31.459","31.463","31.463","31.459","-0.01%"
"11/09/2022","31.463","31.465","31.465","31.462","0.00%"
"11/08/2022","31.465","31.446","31.465","31.446","0.06%"
"11/07/2022","31.446","31.446","31.446","31.446","0.00%"
"11/04/2022","31.446","31.407","31.446","31.407","0.12%"
"11/03/2022","31.407","31.407","31.407","31.407","-0.02%"
"11/02/2022","31.413","31.358","31.413","31.358","0.18%"
"11/01/2022","31.358","31.358","31.358","31.358","0.00%"
"10/31/2022","31.358","31.358","31.358","31.358","-0.30%"
"10/28/2022","31.453","31.499","31.499","31.453","-0.15%"
"10/27/2022","31.499","31.696","31.696","31.498","-0.62%"
"10/26/2022","31.696","31.695","31.696","31.695","0.00%"
"10/25/2022","31.695","31.732","31.732","31.695","-0.12%"
"10/24/2022","31.732","31.732","31.732","31.732","0.00%"
"10/21/2022","31.732","31.970","31.970","31.732","0.37%"
"10/20/2022","31.615","31.615","32.258","31.615","-0.02%"
"10/19/2022","31.621","31.621","31.621","31.621","0.41%"
"10/18/2022","31.493","31.347","32.257","31.347","0.46%"
"10/17/2022","31.347","28.438","32.257","28.438","10.23%"
"10/14/2022","28.438","28.438","28.438","28.438","0.00%"
"10/13/2022","28.438","28.437","28.438","28.437","0.01%"
"10/12/2022","28.437","28.437","28.437","28.437","0.00%"
"10/11/2022","28.437","27.222","28.437","27.222","4.46%"
"10/10/2022","27.222","27.222","27.222","27.222","0.00%"
"10/07/2022","27.222","27.222","27.222","27.222","0.00%"
"10/06/2022","27.222","27.221","27.222","27.221","0.00%"
"10/05/2022","27.221","27.221","27.221","27.221","0.00%"
"10/04/2022","27.221","27.220","27.221","27.220","3.51%"
"10/03/2022","26.298","26.298","26.298","26.298","0.00%"
"09/30/2022","26.296","26.296","26.296","26.296","0.00%"
"09/29/2022","26.296","26.296","26.296","26.296","0.00%"
"09/28/2022","26.296","26.296","26.296","26.296","0.00%"
"09/27/2022","26.296","26.251","26.296","26.251","0.17%"
"09/26/2022","26.251","26.251","26.251","26.251","0.00%"
"09/23/2022","26.251","26.251","26.251","26.251","0.00%"
"09/22/2022","26.250","26.251","26.251","26.250","0.00%"
"09/21/2022","26.250","26.250","26.250","26.250","-3.72%"
"09/20/2022","27.265","27.265","27.265","27.265","0.00%"
"09/19/2022","27.265","27.344","27.344","27.265","-0.29%"
"09/16/2022","27.344","26.844","27.344","26.844","1.87%"
"09/15/2022","26.844","26.843","26.844","26.843","0.00%"
"09/14/2022","26.843","26.628","26.843","26.628","0.81%"
"09/13/2022","26.628","26.628","26.628","26.628","0.00%"
"09/12/2022","26.628","26.627","26.628","26.627","0.00%"
"09/09/2022","26.627","26.627","26.627","26.627","0.00%"
"09/08/2022","26.627","26.626","26.627","26.626","0.00%"
"09/07/2022","26.626","26.626","26.626","26.626","-0.36%"
"09/06/2022","26.722","26.722","26.722","26.721","0.00%"
"09/05/2022","26.722","26.722","26.722","26.722","-0.23%"
"09/02/2022","26.784","26.785","26.785","26.784","-0.01%"
"09/01/2022","26.785","26.784","26.785","26.784","0.01%"
"08/31/2022","26.784","26.470","26.784","26.470","1.18%"
"08/30/2022","26.470","27.265","27.265","26.469","-2.92%"
"08/29/2022","27.265","27.265","27.265","27.265","0.00%"
"08/26/2022","27.265","27.299","27.299","27.265","-0.12%"
"08/25/2022","27.299","27.299","27.299","27.299","0.00%"
"08/24/2022","27.298","27.299","27.299","27.298","0.00%"
"08/23/2022","27.299","27.300","27.300","27.299","-0.01%"
"08/22/2022","27.300","27.299","27.300","27.299","0.00%"
"08/19/2022","27.299","27.299","27.299","27.299","0.00%"
"08/18/2022","27.299","27.299","27.299","27.299","0.00%"
"08/17/2022","27.299","27.299","27.299","27.299","0.00%"
"08/16/2022","27.299","27.299","27.299","27.299","0.00%"
"08/15/2022","27.299","26.927","27.299","26.927","1.38%"
"08/12/2022","26.927","26.927","26.927","26.927","0.00%"
"08/11/2022","26.927","26.927","26.927","26.927","0.00%"
"08/10/2022","26.927","26.927","26.927","26.927","0.00%"
"08/09/2022","26.927","26.927","26.927","26.927","0.00%"
"08/08/2022","26.926","26.925","26.926","26.925","2.90%"
"08/05/2022","26.166","26.166","26.166","26.166","0.00%"
"08/04/2022","26.166","26.166","26.166","26.166","0.00%"
"08/03/2022","26.166","26.165","26.166","26.164","0.00%"
"08/02/2022","26.164","26.392","26.392","26.164","-0.86%"
"08/01/2022","26.391","26.391","26.391","26.391","-1.65%"
"07/29/2022","26.834","26.836","26.836","26.834","0.00%"
"07/28/2022","26.836","26.835","26.836","26.835","0.01%"
"07/27/2022","26.834","26.834","26.834","26.834","0.00%"
"07/26/2022","26.834","26.834","26.834","26.834","0.00%"
"07/25/2022","26.834","26.833","26.834","26.833","-2.56%"
"07/22/2022","27.539","27.539","27.539","27.539","0.00%"
"07/21/2022","27.539","27.539","27.539","27.539","0.00%"
"07/20/2022","27.538","28.265","28.265","27.538","-2.57%"
"07/19/2022","28.265","28.265","28.265","28.265","0.00%"
"07/18/2022","28.265","28.264","28.265","28.264","-1.17%"
"07/15/2022","28.600","26.790","28.600","26.790","6.76%"
"07/14/2022","26.790","22.459","26.790","22.459","19.28%"
"07/13/2022","22.459","22.459","22.459","22.459","0.00%"
"07/12/2022","22.459","22.462","22.462","22.459","-0.01%"
"07/11/2022","22.462","22.462","22.462","22.462","0.00%"
"07/08/2022","22.463","22.130","22.463","22.130","1.50%"
"07/07/2022","22.130","22.130","22.130","22.130","0.00%"
"07/06/2022","22.130","22.167","22.167","22.130","-0.17%"
"07/05/2022","22.167","21.903","22.167","21.903","1.21%"
"07/04/2022","21.903","21.903","21.903","21.903","0.00%"
"07/01/2022","21.903","21.903","21.903","21.903","0.00%"
"06/30/2022","21.903","21.681","21.903","21.681","1.02%"
"06/29/2022","21.681","21.682","21.682","21.681","1.25%"
"06/28/2022","21.413","21.448","21.448","21.413","-0.16%"
"06/27/2022","21.448","21.448","21.448","21.448","0.00%"
"06/24/2022","21.448","21.448","21.448","21.448","0.00%"
"06/23/2022","21.448","21.448","21.448","21.448","0.65%"
"06/22/2022","21.310","21.109","21.310","21.109","0.95%"
"06/21/2022","21.109","21.109","21.109","21.109","0.00%"
"06/20/2022","21.109","21.109","21.109","21.109","0.00%"
"06/17/2022","21.110","20.981","21.110","20.981","0.61%"
"06/16/2022","20.981","20.981","20.981","20.981","0.00%"
"06/15/2022","20.981","20.982","20.982","20.981","0.00%"
"06/14/2022","20.982","21.257","21.257","20.982","-1.29%"
"06/13/2022","21.257","21.358","21.358","21.257","-0.48%"
"06/10/2022","21.358","21.358","21.358","21.358","0.00%"
"06/09/2022","21.358","21.358","21.358","21.358","0.00%"
"06/08/2022","21.358","21.235","21.358","21.235","0.58%"
"06/07/2022","21.235","21.413","21.413","21.235","-0.84%"
"06/06/2022","21.413","21.413","21.413","21.413","0.00%"
"06/03/2022","21.413","22.690","22.690","21.413","-5.63%"
"06/02/2022","22.690","22.690","22.690","22.690","0.00%"
"06/01/2022","22.690","22.967","22.967","22.690","-1.21%"
"05/31/2022","22.967","22.968","22.968","22.967","0.00%"
"05/30/2022","22.968","24.158","24.158","22.968","-4.93%"
"05/27/2022","24.158","24.158","24.158","24.158","0.00%"
"05/26/2022","24.158","24.158","24.158","24.158","0.00%"
"05/25/2022","24.158","24.995","24.995","24.158","-3.35%"
"05/24/2022","24.995","24.996","24.996","24.995","0.00%"
"05/23/2022","24.996","24.996","24.996","24.996","0.00%"
"05/20/2022","24.996","24.996","24.996","24.996","-5.31%"
"05/19/2022","26.396","26.397","26.397","26.396","0.00%"
"05/18/2022","26.397","26.397","26.397","26.397","0.00%"
"05/17/2022","26.397","26.252","26.397","26.252","0.55%"
"05/16/2022","26.252","26.252","26.252","26.252","0.00%"
"05/13/2022","26.252","26.252","26.252","26.252","0.00%"
"05/12/2022","26.252","26.253","26.253","26.252","1.27%"
"05/11/2022","25.922","27.069","27.069","25.922","-4.24%"
"05/10/2022","27.069","27.069","27.069","27.069","0.00%"
"05/09/2022","27.069","26.221","27.069","26.221","3.23%"
"05/06/2022","26.221","26.221","26.221","26.221","0.00%"
"05/05/2022","26.221","24.854","26.221","24.854","5.50%"
"05/04/2022","24.854","24.855","24.855","24.854","0.00%"
"05/03/2022","24.855","24.855","24.855","24.855","0.00%"
"05/02/2022","24.855","24.855","24.855","24.855","0.00%"
"04/29/2022","24.855","24.445","24.855","24.445","1.68%"
"04/28/2022","24.445","24.445","24.445","24.445","-27.44%"
"04/19/2022","33.689","33.689","33.689","33.689","28.19%"
"04/18/2022","26.281","26.281","26.281","26.281","-8.82%"
"04/12/2022","28.823","28.823","28.823","28.823","66.78%"
"04/11/2022","17.282","23.767","23.767","17.282","5.58%"
"04/06/2022","16.369","16.369","16.369","16.369","0.00%"
"04/05/2022","16.370","16.370","16.370","16.370","0.00%"
"04/04/2022","16.371","16.369","16.371","16.369","0.00%"
"04/01/2022","16.371","16.371","16.371","16.371","0.01%"
"03/31/2022","16.369","16.369","16.369","16.369","0.00%"
"03/30/2022","16.370","16.370","16.370","16.370","0.00%"
"03/29/2022","16.371","16.370","16.371","16.370","0.00%"
"03/28/2022","16.371","16.370","16.371","16.370","0.00%"
"03/25/2022","16.371","16.371","16.371","16.371","0.00%"
"03/24/2022","16.371","16.371","16.371","16.371","0.00%"
"03/23/2022","16.371","16.371","16.371","16.371","0.00%"
"03/22/2022","16.371","16.371","16.371","16.371","0.00%"
"03/21/2022","16.371","16.371","16.371","16.371","0.00%"
"03/18/2022","16.371","16.371","16.371","16.371","-0.01%"
"03/16/2022","16.372","16.371","16.372","16.371","0.00%"
"03/15/2022","16.371","16.371","16.371","16.371","0.00%"
"03/14/2022","16.372","16.372","16.372","16.372","15.54%"
"03/11/2022","14.170","13.689","14.170","13.689","3.51%"
"03/10/2022","13.689","13.689","13.689","13.689","0.00%"
"03/09/2022","13.689","13.689","13.689","13.689","-3.39%"
"03/08/2022","14.170","13.689","14.170","13.689","0.00%"
"03/07/2022","14.170","13.690","14.170","13.690","1.33%"
"03/04/2022","13.983","13.690","13.983","13.690","0.00%"
"03/03/2022","13.983","13.983","13.983","13.983","1.75%"
"03/02/2022","13.743","13.477","13.743","13.477","1.98%"
"02/28/2022","13.477","13.743","13.743","13.477","2.42%"
"02/25/2022","13.158","13.158","13.158","13.158","0.41%"
"02/24/2022","13.104","13.158","13.158","13.104","0.00%"
"02/23/2022","13.104","13.158","13.158","13.104","0.00%"
"02/22/2022","13.104","13.158","13.158","13.104","-0.41%"
"02/21/2022","13.158","13.158","13.158","13.104","0.00%"
"02/18/2022","13.158","13.104","13.158","13.104","0.00%"
"02/17/2022","13.158","13.104","13.158","13.104","0.00%"
"02/15/2022","13.158","13.158","13.158","13.158","0.00%"
"02/14/2022","13.158","13.158","13.158","13.158","-1.99%"
"02/11/2022","13.425","13.158","13.425","13.158","0.00%"
"02/10/2022","13.425","13.158","13.425","13.158","0.00%"
"02/09/2022","13.425","13.159","13.425","13.159","4.56%"
"02/08/2022","12.840","13.159","13.159","12.840","0.00%"
"02/07/2022","12.840","13.159","13.159","12.840","0.00%"
"02/03/2022","12.840","12.840","12.840","12.840","0.00%"
"02/02/2022","12.840","12.840","12.840","12.840","0.00%"
"02/01/2022","12.840","12.840","12.840","12.840","-4.36%"
"01/31/2022","13.425","12.840","13.425","12.840","0.40%"
"01/28/2022","13.372","12.521","13.372","12.521","7.02%"
"01/27/2022","12.495","12.521","12.681","12.495","0.64%"
"01/26/2022","12.415","12.522","12.681","12.415","-0.64%"
"01/25/2022","12.495","12.522","12.681","12.495","-1.46%"
"01/24/2022","12.681","12.522","12.681","12.495","1.48%"
"01/21/2022","12.495","12.522","12.681","12.495","0.00%"
"01/20/2022","12.495","12.522","12.681","12.495","0.21%"
"01/19/2022","12.469","12.522","12.522","12.389","-0.42%"
"01/18/2022","12.522","12.389","12.522","12.389","0.21%"
"01/13/2022","12.495","12.522","12.522","12.495","-0.21%"
"01/12/2022","12.522","12.389","12.522","12.389","1.07%"
"01/11/2022","12.389","12.363","12.389","12.363","-0.64%"
"01/10/2022","12.469","12.035","12.469","12.035","0.87%"
"01/07/2022","12.361","12.361","12.413","12.228","0.44%"
"01/06/2022","12.307","12.413","12.413","12.229","0.64%"
"01/05/2022","12.229","12.414","12.414","12.149","0.65%"
"01/04/2022","12.149","12.414","12.414","12.043","0.88%"
"01/03/2022","12.043","12.043","12.043","12.043","-1.52%"
"12/31/2021","12.229","12.414","12.414","12.229","-1.49%"
"12/30/2021","12.414","12.414","12.414","12.414","0.00%"
"12/29/2021","12.414","12.414","12.414","12.414","0.43%"
"12/28/2021","12.361","12.414","12.414","12.361","0.65%"
"12/27/2021","12.281","12.043","12.281","12.043","1.98%"
"12/24/2021","12.043","12.043","12.043","12.043","-0.43%"
"12/23/2021","12.096","12.043","12.096","12.043","0.00%"
"12/22/2021","12.097","12.043","12.097","12.043","0.00%"
"12/21/2021","12.097","12.043","12.097","12.043","0.00%"
"12/20/2021","12.097","12.043","12.097","12.043","0.00%"
"12/17/2021","12.097","12.070","12.097","11.991","0.44%"
"12/16/2021","12.043","11.991","12.043","11.991","0.00%"
"12/15/2021","12.044","12.044","12.044","12.044","0.44%"
"12/14/2021","11.991","12.044","12.044","11.991","-0.44%"
"12/13/2021","12.044","12.071","12.071","12.044","-0.87%"
"12/10/2021","12.150","12.071","12.150","12.071","0.66%"
"12/09/2021","12.071","12.362","12.362","11.833","0.00%"
"12/08/2021","12.071","12.362","12.362","12.071","0.00%"
"12/07/2021","12.071","12.362","12.362","11.833","0.00%"
"12/06/2021","12.071","12.362","12.362","11.886","-2.36%"
"12/03/2021","12.362","12.071","12.362","12.071","1.97%"
"12/02/2021","12.123","12.177","12.309","12.123","-0.87%"
"12/01/2021","12.229","12.309","12.309","12.229","0.65%"
"11/30/2021","12.151","12.229","12.309","12.151","-0.22%"
"11/29/2021","12.177","12.231","12.231","12.177","-0.43%"
"11/26/2021","12.230","12.310","12.310","12.098","0.00%"
"11/25/2021","12.231","12.098","12.310","12.098","1.10%"
"11/24/2021","12.098","12.310","12.310","12.098","-1.08%"
"11/23/2021","12.231","12.098","12.310","12.098","0.00%"
"11/22/2021","12.231","12.257","12.310","12.098","-0.22%"
"11/19/2021","12.257","12.231","12.310","12.231","-0.22%"
"11/17/2021","12.283","12.098","12.283","12.098","-0.43%"
"11/16/2021","12.337","12.337","12.337","12.337","0.22%"
"11/15/2021","12.310","12.337","12.337","12.310","-0.21%"
"11/12/2021","12.337","12.283","12.363","12.257","0.87%"
"11/11/2021","12.231","12.337","12.337","12.231","-2.12%"
"11/10/2021","12.496","12.628","12.628","12.337","-1.05%"
"11/09/2021","12.628","12.496","12.628","12.496","0.00%"
"11/08/2021","12.628","12.337","12.628","12.337","2.36%"
"11/05/2021","12.337","12.337","12.337","12.337","0.00%"
"11/03/2021","12.337","12.337","12.337","12.337","3.79%"
"11/02/2021","11.887","12.337","12.337","11.887","0.00%"
"11/01/2021","11.888","12.337","12.337","11.888","-5.87%"
"10/29/2021","12.630","12.337","12.630","12.337","2.59%"
"10/28/2021","12.311","12.311","12.311","12.311","-2.52%"
"10/27/2021","12.630","12.311","12.630","12.311","2.59%"
"10/26/2021","12.311","12.630","12.630","12.311","-0.01%"
"10/25/2021","12.312","12.364","12.364","12.312","-1.48%"
"10/22/2021","12.497","12.364","12.497","12.364","1.08%"
"10/21/2021","12.364","12.364","12.364","12.364","0.42%"
"10/18/2021","12.312","12.312","12.312","12.312","0.00%"
"10/15/2021","12.312","12.630","12.630","12.312","-0.43%"
"10/14/2021","12.365","12.312","12.365","12.312","0.43%"
"10/13/2021","12.312","11.359","12.498","11.359","14.21%"
"10/12/2021","10.780","10.885","10.885","10.780","-2.39%"
"10/11/2021","11.043","10.885","11.043","10.780","1.45%"
"10/08/2021","10.885","10.885","10.911","10.359","-0.24%"
"10/07/2021","10.911","10.885","10.911","10.359","0.00%"
"10/06/2021","10.911","10.569","10.911","10.359","3.49%"
"10/05/2021","10.543","10.569","10.885","10.359","-3.37%"
"10/04/2021","10.911","10.569","10.911","10.359","1.22%"
"10/01/2021","10.780","10.570","10.885","10.359","4.06%"
"09/30/2021","10.359","10.885","10.885","10.359","-4.83%"
"09/29/2021","10.885","10.570","10.885","10.359","2.23%"
"09/28/2021","10.649","10.465","10.886","10.465","1.75%"
"09/27/2021","10.465","10.307","10.649","10.307","1.53%"
"09/24/2021","10.307","10.360","10.517","10.307","0.00%"
"09/23/2021","10.307","10.518","10.518","10.307","-0.76%"
"09/22/2021","10.386","10.360","10.518","10.281","0.25%"
"09/21/2021","10.360","10.675","10.675","10.360","-2.96%"
"09/17/2021","10.675","10.675","10.675","10.675","0.00%"
"09/16/2021","10.675","10.675","10.675","10.675","-0.98%"
"09/15/2021","10.781","10.675","10.781","10.675","-0.97%"
"09/14/2021","10.887","10.781","10.887","10.781","-0.48%"
