Date,Open,High (Rs.),Low (Rs.),Close (Rs.),Trade Volume,Share Volume,Turnover (Rs.)
20 JUL 2015,140.1,140.1,140.1,144.8,1,1,140.1
17 JUL 2015,145,145,144.7,144.8,3,56,8119.7
16 JUL 2015,140,145,140,144.8,17,1500,212424.9
15 JUL 2015,140,140,140,140,4,2500,350000
13 JUL 2015,144,145,144,144.6,21,1068,154443.6
10 JUL 2015,144.7,144.7,144.4,135.2,2,3,433.8
9 JUL 2015,136,136,135.2,135.2,13,1300,175786.9
8 JUL 2015,140.9,140.9,140.9,140,1,20,2818
7 JUL 2015,141,141,137,140,14,6474,900368.6
29 JUN 2015,140,141,140,140.9,7,352718,50432858
25 JUN 2015,140,140,140,138,1,20,2800
24 JUN 2015,141,141,138,138,2,1001,138141
22 JUN 2015,141.4,141.7,141.4,137.1,2,11,1558.4
19 JUN 2015,141.4,141.4,141.4,137.1,1,1,141.4
17 JUN 2015,137.1,137.1,137.1,137.1,3,200,27420
16 JUN 2015,137.2,137.2,137.2,137.2,1,20,2744
15 JUN 2015,139.9,140,137.2,138,7,2800,387696.6
12 JUN 2015,140,140,140,140,3,13,1820
11 JUN 2015,138,140,138,138,16,119354,16471052
10 JUN 2015,138.5,138.6,138,138.1,11,5686,785691
9 JUN 2015,139,139,138.5,139,4,1432,198998
8 JUN 2015,140.7,140.7,140.1,140.3,12,3632,509735.2
5 JUN 2015,141,141.4,140.7,140.7,4,245,34475.2
3 JUN 2015,140.7,141.5,140.7,141.1,10,20635,2910536.1
1 JUN 2015,140.2,140.5,140.2,140.5,3,588,82590.3
29 MAY 2015,140.2,141.4,140,141.1,12,27260,3850431.4
28 MAY 2015,140.4,140.4,140.3,140.3,5,694,97387.6
27 MAY 2015,140.1,141.4,140.1,140.3,4,253,35458.1
26 MAY 2015,140,140.1,140,140.1,9,21200,2969020
25 MAY 2015,142,142,140,140,51,35290,4942150
22 MAY 2015,138,142,138,140.1,17,23517,3293362
21 MAY 2015,136,138,135,138,10,3500,478587.7
20 MAY 2015,137,138,137,137.4,3,1804,247952
19 MAY 2015,137,137,137,137,4,541,74117
18 MAY 2015,138,138,138,138,6,165,22770
14 MAY 2015,135.1,138,135,138,7,398685,55017030.3
13 MAY 2015,136,136,135,135.1,8,1130,152687
12 MAY 2015,136.2,136.2,136,136,21,31534,4288706.6
11 MAY 2015,140,140,135,136,14,16104,2189818.4
8 MAY 2015,135.6,138,135.3,135.5,42,10286,1393410.5
7 MAY 2015,135,145,135,144.8,14,616,88249.1
6 MAY 2015,134.9,135,134.9,135,8,151,20384.9
5 MAY 2015,135.5,135.5,134.9,134.9,16,2170,292755
30 APR 2015,135,135.1,135,135,8,5712,771121
29 APR 2015,135,135,135,135,8,4521,610335
28 APR 2015,135,135,135,135,7,160,21600
27 APR 2015,137.9,137.9,136,136,2,3,409.9
24 APR 2015,135,135,135,135,2,210,28350
23 APR 2015,135,135,134.5,135,9,7531,1016679.5
22 APR 2015,135,135,134.1,135,15,3448,465441.8
21 APR 2015,135,135,134.5,135,17,12053,1626930
20 APR 2015,135,135,134.7,135,16,2862,386143.8
17 APR 2015,135,135.1,134.5,135,16,1884,254237.1
16 APR 2015,140,140,135.1,135.9,11,82,11220.3
15 APR 2015,136.5,140,136,136,8,902,122769.7
9 APR 2015,135.3,136.5,135.3,135.9,3,40,5436
8 APR 2015,135,136,134.9,136,5,3231,436218
7 APR 2015,136,136.2,136,136,3,5207,708153.4
6 APR 2015,136,136,135,135,2,200,27005
2 APR 2015,137.5,137.5,137.5,137.5,4,2002,275275
31 MAR 2015,139,139,137,137,2,3366,461154
27 MAR 2015,140,140,137,137,5,4700,657400
26 MAR 2015,140,140,140,140,5,50682,7095480
25 MAR 2015,139.5,140,139.5,139.9,3,6318,883891
24 MAR 2015,139.5,139.5,139.5,139.5,3,22,3069
23 MAR 2015,136.8,137.5,136.8,137.5,2,336,46174.8
20 MAR 2015,140,140,139,139,6,55577,7750209
17 MAR 2015,140,140,140,140,1,100,14000
16 MAR 2015,140.1,140.1,136,136.7,9,1557,213560.6
12 MAR 2015,140,140,140,140,2,36,5040
10 MAR 2015,140,140,140,140,15,1530,214200
9 MAR 2015,141.1,141.1,141.1,141.1,3,517,72948.7
6 MAR 2015,144,145,140,144.9,13,1700,243750
3 MAR 2015,143,145,143,145,5,184,26520
2 MAR 2015,145.2,146.5,141,146.5,3,390,55544.2
27 FEB 2015,145.5,145.5,145.5,145.5,3,160,23280
26 FEB 2015,146.5,146.5,146.5,146.5,2,1000,146500
25 FEB 2015,146.5,146.5,146.5,146.5,1,24,3516
24 FEB 2015,147,147,146.6,146.6,5,930,136342.5
23 FEB 2015,147,147,146.9,146.9,6,1435,210944.9
20 FEB 2015,147.3,147.3,147.3,147.3,1,150,22095
19 FEB 2015,149.5,149.5,149.1,149.1,3,1010,150595
18 FEB 2015,146.6,147.3,146.6,147.3,4,540,79223
16 FEB 2015,149.5,149.5,146,146.6,5,120,17590
13 FEB 2015,145.1,148,145.1,148,3,25,3685.5
12 FEB 2015,145.2,148,145,145,8,1995,289293.9
11 FEB 2015,146.2,149,145,145,9,1006,145880.5
10 FEB 2015,149.5,149.5,149.5,149.5,1,20,2990
9 FEB 2015,149,149,149,149,1,19,2831
30 JAN 2015,149.1,149.1,148,149.1,5,217,32350.3
29 JAN 2015,150,150,150,150,2,900,135000
28 JAN 2015,153.9,153.9,153.9,153.9,2,2,307.8
27 JAN 2015,150,150,150,150,4,17,2550
26 JAN 2015,150,153.9,150,150,5,1582,237307.8
21 JAN 2015,150,150,150,150,3,880,132000
20 JAN 2015,154.8,154.8,150,154.2,6,6005,926254
19 JAN 2015,155,155,151,152,3,38210,5921720
16 JAN 2015,151.1,152.1,151,151.1,7,2501,378760
13 JAN 2015,154,155,154,155,3,38000,5889907
12 JAN 2015,154.1,154.1,154,154.1,3,1001,154244.1
9 JAN 2015,157.5,157.5,154.1,154.1,3,104,16043.4
8 JAN 2015,155,156,154.9,155.3,5,610,94700
7 JAN 2015,151,154,151,151,6,375,56655
6 JAN 2015,151,154.8,150,151,7,793,120042.6
2 JAN 2015,153,153,153,153,1,35,5355
31 DEC 2014,153,153,153,153,1,100,15300
22 DEC 2014,154,155,154,155,6,226201,35060655
18 DEC 2014,152,152,152,152,1,48,7296
17 DEC 2014,151.5,151.5,151.5,151.5,1,2,303
12 DEC 2014,150.3,152,150.3,152,6,1607,242564
11 DEC 2014,150.5,152,150.2,151.8,3,235,35514.5
10 DEC 2014,151,153.9,150.5,150.5,6,7505,1129900
8 DEC 2014,151.5,152,151.5,152,2,1100,166700
4 DEC 2014,152,154.5,152,154.5,3,8,1218.5
2 DEC 2014,154.8,154.8,154.5,154.5,3,27,4174.5
1 DEC 2014,154.8,154.8,154.8,154.8,1,1,154.8
28 NOV 2014,154.9,154.9,154.8,154.8,3,102,15789.8
27 NOV 2014,151,151,148,150.1,2,10,1501
26 NOV 2014,150,150,150,150,4,15000,2250000
25 NOV 2014,148,148,148,148,1,500,74000
24 NOV 2014,146.5,148,146.5,147,8,2127,312530.5
21 NOV 2014,152.5,155,152.5,155,7,26200,4057990.9
20 NOV 2014,155,157,151,151,20,225600,35137399.9
19 NOV 2014,155.9,157,155,155,39,218073,33823566.5
18 NOV 2014,156.1,156.1,156,156,3,1100,171610
17 NOV 2014,157,159.9,157,158.9,3,2505,393295.5
14 NOV 2014,157,160,156,159.3,19,13933,2197260.2
13 NOV 2014,157,157.4,156,157,22,268454,42146756.4
12 NOV 2014,156,160,156,157.5,9,102385,15973580
11 NOV 2014,153,155,153,154.4,11,6170,945801
10 NOV 2014,154,156,154,154.1,19,17527,2715065.6
7 NOV 2014,154.1,154.1,154.1,154.1,1,23,3544.3
5 NOV 2014,157,157,156,156,5,161,25117
31 OCT 2014,157.9,158,157.7,157.8,4,220,34726
30 OCT 2014,155,155,154,154,4,1055,162480
29 OCT 2014,154,154,154,154,4,39647,6105638
28 OCT 2014,155,155,152,155,5,601,93152
27 OCT 2014,152.5,152.5,152.5,152.5,1,15,2287.5
24 OCT 2014,150,151,150,151,3,140,21040
23 OCT 2014,155,155,146,147.5,6,18750,2905410
21 OCT 2014,155,156,155,156,2,104,16124
20 OCT 2014,160,160,159,160,3,520,83180
17 OCT 2014,160,160,160,160,4,2379,380640
14 OCT 2014,160,160,160,160,2,4728,756480
13 OCT 2014,162,162,160,160.1,2,209,33458
10 OCT 2014,163,163,162,162,7,2286,372327
9 OCT 2014,165.7,166.9,163,164,26,5709,945332.6
7 OCT 2014,165,165,165,165,8,1951,321915
3 OCT 2014,163,165,163,164.9,6,18200,2999800
2 OCT 2014,164,164,163.5,163.5,7,1484,242876
1 OCT 2014,164,165,164,164.8,15,5150,848634
30 SEP 2014,163,165,163,165,12,269218,44420170
29 SEP 2014,165,165,165,165,5,102400,16896000
26 SEP 2014,165,165,163.5,165,18,33201,5478163.5
