"Date","Price","Open","High","Low","Vol.","Change %"
"01/08/2014","130.850","130.800","130.875","130.750","","0.11%"
"01/07/2014","130.700","130.675","130.875","130.600","","-0.04%"
"01/06/2014","130.750","130.775","130.800","130.650","","0.04%"
"01/03/2014","130.700","130.800","130.800","130.625","","-0.02%"
"01/02/2014","130.725","130.725","130.775","130.675","","-0.02%"
"01/01/2014","130.750","130.800","130.850","130.650","","-0.04%"
"12/31/2013","130.800","130.750","130.900","130.750","","-0.02%"
"12/30/2013","130.825","130.800","130.900","130.750","","0.06%"
"12/27/2013","130.750","130.700","130.825","130.675","","0.02%"
"12/26/2013","130.725","130.800","130.800","130.650","","-0.06%"
"12/25/2013","130.800","130.800","130.800","130.800","","0.00%"
"12/24/2013","130.800","130.725","130.800","130.690","","0.04%"
"12/23/2013","130.750","130.775","130.800","130.650","","0.04%"
"12/20/2013","130.700","130.750","130.800","130.700","","-0.04%"
"12/19/2013","130.750","130.800","130.825","130.700","","-0.04%"
"12/18/2013","130.800","130.825","130.895","130.725","","-0.02%"
"12/17/2013","130.825","130.850","130.875","130.750","","0.01%"
"12/16/2013","130.810","130.810","130.810","130.810","","0.00%"
"12/13/2013","130.810","130.875","130.975","130.775","","-0.07%"
"12/12/2013","130.900","130.825","130.910","130.750","","0.08%"
"12/11/2013","130.800","130.825","130.850","130.750","","0.00%"
"12/10/2013","130.800","130.800","130.875","130.700","","0.00%"
"12/09/2013","130.800","130.800","130.850","130.725","","-0.04%"
"12/06/2013","130.850","130.800","130.875","130.765","","-0.02%"
"12/05/2013","130.870","130.850","130.885","130.800","","0.03%"
"12/04/2013","130.830","130.825","130.900","130.775","","-0.02%"
"12/03/2013","130.850","131.050","131.475","130.800","","-0.15%"
"12/02/2013","131.050","131.225","131.250","131.000","","-0.15%"
"11/29/2013","131.250","131.200","131.265","131.150","","0.04%"
"11/28/2013","131.200","131.225","131.250","131.150","","-0.06%"
"11/27/2013","131.275","131.325","131.350","131.125","","0.06%"
"11/26/2013","131.200","131.225","131.225","131.115","","0.04%"
"11/25/2013","131.150","131.165","131.175","131.050","","0.00%"
"11/22/2013","131.150","131.200","131.200","131.100","","0.04%"
"11/21/2013","131.100","131.050","131.225","131.050","","0.00%"
"11/20/2013","131.100","131.175","131.175","131.040","","0.00%"
"11/19/2013","131.100","131.075","131.175","131.050","","-0.04%"
"11/18/2013","131.150","131.150","131.600","131.050","","0.00%"
"11/15/2013","131.150","131.175","131.175","131.050","","0.00%"
"11/14/2013","131.150","131.150","131.175","131.050","","0.04%"
"11/13/2013","131.100","131.100","131.150","131.050","","0.00%"
"11/12/2013","131.100","131.100","131.150","131.050","","0.00%"
"11/11/2013","131.100","131.125","131.150","131.000","","-0.02%"
"11/08/2013","131.125","131.175","131.175","131.000","","0.02%"
"11/07/2013","131.100","131.125","131.175","130.075","","-0.02%"
"11/06/2013","131.125","131.125","131.150","130.975","","-0.02%"
"11/05/2013","131.150","131.100","131.150","131.000","","0.00%"
"11/04/2013","131.150","130.975","131.150","130.900","","0.10%"
"11/01/2013","131.025","130.900","131.075","130.775","","0.10%"
"10/31/2013","130.900","131.075","131.100","130.725","","-0.11%"
"10/30/2013","131.050","131.150","131.175","130.950","","0.08%"
"10/29/2013","130.950","130.950","131.150","130.100","","-0.04%"
"10/28/2013","131.000","130.650","131.450","130.650","","0.27%"
"10/25/2013","130.650","130.550","130.650","130.375","","0.08%"
"10/24/2013","130.550","130.675","130.700","130.500","","-0.15%"
"10/23/2013","130.750","130.825","130.850","130.670","","-0.06%"
"10/22/2013","130.825","130.875","130.975","130.775","","-0.06%"
"10/21/2013","130.900","131.000","131.110","130.850","","-0.08%"
"10/18/2013","131.000","131.000","131.000","131.000","","0.00%"
"10/17/2013","131.000","131.100","131.225","130.925","","-0.11%"
"10/16/2013","131.150","131.150","131.150","131.150","","0.00%"
"10/15/2013","131.150","130.900","131.150","130.500","","0.19%"
"10/14/2013","130.900","131.075","131.125","130.825","","-0.13%"
"10/11/2013","131.075","131.150","131.150","130.900","","-0.06%"
"10/10/2013","131.150","131.150","132.025","131.025","","0.02%"
"10/09/2013","131.125","131.200","131.250","131.075","","-0.06%"
"10/08/2013","131.200","131.175","131.250","131.050","","0.04%"
"10/07/2013","131.150","131.200","131.200","131.025","","-0.11%"
"10/04/2013","131.300","131.425","131.450","131.100","","-0.11%"
"10/03/2013","131.450","131.350","131.575","131.150","","0.00%"
"10/02/2013","131.450","131.475","131.575","131.050","","-0.02%"
"10/01/2013","131.475","132.025","132.075","131.375","","-0.40%"
"09/30/2013","132.000","132.000","132.125","131.925","","-0.02%"
"09/27/2013","132.025","132.050","132.100","131.935","","0.02%"
"09/26/2013","132.000","132.000","132.050","131.900","","-0.04%"
"09/25/2013","132.050","132.050","132.225","131.900","","-0.09%"
"09/24/2013","132.175","132.075","132.725","132.025","","0.06%"
"09/23/2013","132.100","132.150","132.225","132.050","","-0.08%"
"09/20/2013","132.200","132.275","132.275","132.025","","-0.08%"
"09/19/2013","132.300","132.300","132.300","132.300","","0.00%"
"09/18/2013","132.300","132.350","132.400","132.200","","0.04%"
"09/17/2013","132.250","132.300","132.425","132.175","","0.00%"
"09/16/2013","132.250","132.250","132.375","132.125","","0.00%"
"09/13/2013","132.250","132.300","132.425","131.850","","-0.06%"
"09/12/2013","132.325","132.350","132.450","132.100","","-0.02%"
"09/11/2013","132.350","132.900","132.950","132.150","","-0.38%"
"09/10/2013","132.850","133.025","133.025","132.850","","-0.05%"
"09/09/2013","132.910","133.025","133.150","132.910","","0.00%"
"09/06/2013","132.910","133.050","133.100","132.910","","-0.11%"
"09/05/2013","133.050","133.000","133.100","132.950","","0.04%"
"09/04/2013","133.000","133.000","133.175","132.950","","-0.04%"
"09/03/2013","133.050","132.950","133.075","132.900","","0.00%"
"09/02/2013","133.050","132.900","133.075","132.900","","0.11%"
"08/30/2013","132.900","133.250","133.250","132.800","","-0.23%"
"08/29/2013","133.200","133.500","133.600","133.050","","0.00%"
"08/28/2013","133.200","133.150","134.200","132.800","","0.22%"
"08/27/2013","132.910","132.850","133.150","132.050","","0.15%"
"08/26/2013","132.710","132.700","133.325","132.250","","0.15%"
"08/23/2013","132.510","131.850","132.575","131.825","","0.45%"
"08/22/2013","131.910","132.050","132.450","131.810","","0.01%"
"08/21/2013","131.900","131.900","132.250","131.750","","-0.02%"
"08/20/2013","131.925","131.925","131.925","131.925","","0.00%"
"08/19/2013","131.925","131.700","131.975","131.575","","0.13%"
"08/16/2013","131.750","131.525","131.800","131.350","","0.27%"
"08/15/2013","131.400","131.550","131.675","131.400","","-0.11%"
"08/14/2013","131.550","131.600","131.675","131.450","","-0.08%"
"08/13/2013","131.650","131.575","131.750","131.550","","-0.04%"
"08/12/2013","131.700","131.650","131.725","131.550","","0.00%"
"08/09/2013","131.700","131.700","131.700","131.700","","0.00%"
"08/08/2013","131.700","131.550","131.725","131.550","","0.00%"
"08/07/2013","131.700","131.575","131.700","131.550","","0.08%"
"08/06/2013","131.600","131.650","131.725","131.525","","-0.04%"
"08/05/2013","131.650","131.700","131.700","131.525","","0.00%"
"08/02/2013","131.650","131.750","131.775","131.550","","0.00%"
"08/01/2013","131.650","131.575","131.775","131.500","","-0.08%"
"07/31/2013","131.750","131.575","131.800","131.550","","0.08%"
"07/30/2013","131.650","131.550","131.675","131.550","","0.04%"
"07/29/2013","131.600","131.625","131.675","131.500","","-0.02%"
"07/26/2013","131.625","131.625","131.675","131.525","","-0.02%"
"07/25/2013","131.650","131.510","131.725","131.500","","0.00%"
"07/24/2013","131.650","131.575","131.650","131.500","","-0.04%"
"07/23/2013","131.700","131.600","131.725","131.450","","0.00%"
"07/22/2013","131.700","131.700","131.700","131.700","","0.00%"
"07/19/2013","131.700","131.550","131.750","131.425","","0.00%"
"07/18/2013","131.700","131.400","131.900","131.350","","0.08%"
"07/17/2013","131.600","131.250","131.600","131.150","","0.15%"
"07/16/2013","131.400","131.025","131.500","130.050","","0.29%"
"07/15/2013","131.025","130.850","131.120","130.800","","0.13%"
"07/12/2013","130.850","130.870","131.095","130.675","","0.00%"
"07/11/2013","130.850","130.775","131.000","130.625","","0.04%"
"07/10/2013","130.800","130.800","130.900","130.600","","-0.04%"
"07/09/2013","130.850","130.750","130.925","130.550","","-0.23%"
"07/08/2013","131.150","130.675","131.275","130.350","","0.38%"
"07/05/2013","130.650","130.600","130.725","130.525","","0.04%"
"07/04/2013","130.600","130.625","130.700","130.525","","-0.02%"
"07/03/2013","130.625","130.675","130.725","130.540","","-0.06%"
"07/02/2013","130.700","130.550","130.775","130.500","","0.00%"
"07/01/2013","130.700","130.550","130.800","130.400","","0.08%"
"06/28/2013","130.600","130.650","130.650","129.850","","0.00%"
"06/27/2013","130.600","129.700","130.950","129.650","","0.77%"
"06/26/2013","129.600","128.950","129.825","128.550","","0.54%"
"06/25/2013","128.900","128.700","129.025","128.700","","0.00%"
"06/24/2013","128.900","128.950","129.750","128.550","","0.04%"
"06/21/2013","128.850","128.550","129.150","128.450","","0.31%"
"06/20/2013","128.450","128.010","128.725","127.950","","0.47%"
"06/19/2013","127.850","128.500","128.850","127.550","","-0.54%"
"06/18/2013","128.550","128.650","128.765","128.500","","-0.04%"
"06/17/2013","128.600","128.750","128.850","128.500","","0.04%"
"06/14/2013","128.550","127.900","128.750","127.850","","0.55%"
"06/13/2013","127.850","127.500","127.925","127.350","","0.35%"
"06/12/2013","127.400","127.750","127.750","127.300","","-0.23%"
"06/11/2013","127.700","126.850","127.775","126.850","","0.73%"
"06/10/2013","126.775","126.450","126.825","126.425","","0.34%"
"06/07/2013","126.350","126.375","126.475","126.350","","-0.06%"
"06/06/2013","126.425","126.500","126.550","126.415","","-0.06%"
"06/05/2013","126.500","126.500","126.535","126.420","","0.00%"
"06/04/2013","126.500","126.450","126.575","126.450","","0.00%"
"06/03/2013","126.500","126.500","126.625","126.400","","-0.02%"
"05/31/2013","126.525","126.475","126.550","126.450","","0.02%"
"05/30/2013","126.500","126.450","126.535","126.425","","0.00%"
"05/29/2013","126.500","126.500","126.550","126.375","","0.08%"
"05/28/2013","126.400","126.400","126.550","126.375","","0.04%"
"05/27/2013","126.350","126.325","126.475","126.275","","0.00%"
"05/24/2013","126.350","126.350","126.350","126.350","","0.00%"
"05/23/2013","126.350","126.300","126.390","126.225","","-0.04%"
"05/22/2013","126.400","126.400","126.400","126.125","","0.00%"
"05/21/2013","126.400","126.300","126.475","126.250","","0.06%"
"05/20/2013","126.325","126.250","126.325","126.175","","0.02%"
"05/17/2013","126.300","125.900","126.375","125.500","","0.48%"
"05/16/2013","125.700","126.000","126.000","125.625","","-0.26%"
"05/15/2013","126.025","126.475","126.475","125.900","","-0.38%"
"05/14/2013","126.500","126.300","126.550","126.225","","0.20%"
"05/13/2013","126.250","126.200","126.300","126.025","","0.04%"
"05/10/2013","126.200","125.900","126.225","125.900","","0.24%"
"05/09/2013","125.900","126.100","126.900","125.900","","-0.16%"
"05/08/2013","126.100","126.350","126.400","126.050","","-0.25%"
"05/07/2013","126.415","126.425","126.475","126.285","","0.00%"
"05/06/2013","126.415","126.350","126.575","126.250","","0.13%"
"05/03/2013","126.250","126.150","126.500","126.125","","0.08%"
"05/02/2013","126.150","126.700","126.775","126.150","","-0.47%"
"05/01/2013","126.750","126.750","126.750","126.750","","0.00%"
"04/30/2013","126.750","126.800","126.845","126.585","","0.00%"
"04/29/2013","126.750","126.750","126.900","126.700","","-0.43%"
"04/26/2013","127.300","126.875","127.825","126.700","","0.45%"
"04/25/2013","126.725","126.725","126.725","126.725","","0.00%"
"04/24/2013","126.725","126.900","126.900","126.675","","-0.10%"
"04/23/2013","126.850","126.700","126.890","126.525","","0.16%"
"04/22/2013","126.650","125.850","126.650","125.850","","0.55%"
"04/19/2013","125.960","125.700","126.010","125.600","","0.21%"
"04/18/2013","125.700","125.600","125.750","125.490","","0.12%"
"04/17/2013","125.550","125.425","125.575","125.375","","0.12%"
"04/16/2013","125.400","125.400","125.475","125.250","","0.00%"
"04/15/2013","125.400","125.400","125.400","125.400","","0.00%"
"04/12/2013","125.400","125.400","125.450","125.250","","0.02%"
"04/11/2013","125.375","125.350","125.475","125.250","","0.02%"
"04/10/2013","125.350","125.450","125.595","125.325","","-0.14%"
"04/09/2013","125.525","125.550","125.600","125.425","","-0.06%"
"04/08/2013","125.600","125.400","126.150","125.275","","0.00%"
"04/05/2013","125.600","125.700","126.225","125.475","","-0.16%"
"04/04/2013","125.800","126.300","126.300","125.800","","-0.34%"
"04/03/2013","126.225","126.400","126.400","126.195","","-0.18%"
"04/02/2013","126.450","126.400","126.450","126.250","","0.04%"
"04/01/2013","126.400","126.825","126.850","126.175","","-0.28%"
"03/29/2013","126.750","126.750","126.750","126.750","","0.00%"
"03/28/2013","126.750","126.850","126.900","126.750","","-0.10%"
"03/27/2013","126.875","126.700","126.975","126.675","","0.10%"
"03/26/2013","126.750","126.750","126.750","126.750","","0.00%"
"03/25/2013","126.750","126.800","126.950","126.650","","-0.08%"
"03/22/2013","126.850","127.000","127.100","126.800","","-0.14%"
"03/21/2013","127.025","126.700","127.100","126.675","","0.26%"
"03/20/2013","126.700","126.575","126.750","126.550","","0.02%"
"03/19/2013","126.675","126.350","126.685","126.225","","0.30%"
"03/18/2013","126.300","126.150","127.050","126.050","","0.12%"
"03/15/2013","126.150","126.300","126.300","125.900","","-0.08%"
"03/14/2013","126.250","126.450","126.550","126.150","","-0.16%"
"03/13/2013","126.450","126.200","126.500","126.100","","0.16%"
"03/12/2013","126.250","126.500","127.050","125.900","","-0.20%"
"03/11/2013","126.500","126.550","127.725","126.425","","-0.04%"
"03/08/2013","126.550","127.175","128.050","126.450","","-0.55%"
"03/07/2013","127.250","127.300","127.400","127.150","","0.00%"
"03/06/2013","127.250","127.500","127.500","127.225","","-0.20%"
"03/05/2013","127.500","127.475","127.550","127.360","","0.12%"
"03/04/2013","127.350","127.400","127.565","127.350","","-0.06%"
"03/01/2013","127.430","127.500","127.735","127.300","","-0.09%"
"02/28/2013","127.550","127.500","127.575","127.350","","0.04%"
"02/27/2013","127.500","127.500","127.575","126.450","","0.00%"
"02/26/2013","127.500","127.425","127.565","127.350","","0.08%"
"02/25/2013","127.400","127.400","127.400","127.400","","0.00%"
"02/22/2013","127.400","127.000","127.525","127.000","","0.24%"
"02/21/2013","127.100","127.500","127.725","126.475","","-0.20%"
"02/20/2013","127.350","127.350","127.750","127.100","","-0.04%"
"02/19/2013","127.400","126.725","127.625","126.725","","0.47%"
"02/18/2013","126.800","126.675","126.940","126.575","","0.08%"
"02/15/2013","126.700","126.575","126.775","126.500","","0.04%"
"02/14/2013","126.650","126.375","126.725","126.250","","0.14%"
"02/13/2013","126.475","126.200","126.575","126.145","","0.14%"
"02/12/2013","126.300","126.350","126.400","126.150","","-0.08%"
"02/11/2013","126.400","126.300","126.455","126.225","","0.08%"
"02/08/2013","126.300","126.225","126.385","126.075","","0.16%"
"02/07/2013","126.100","126.225","126.950","125.900","","-0.24%"
"02/06/2013","126.400","126.300","126.425","126.240","","-0.04%"
"02/05/2013","126.450","126.325","126.600","126.300","","0.12%"
"02/04/2013","126.300","126.300","126.300","126.300","","0.00%"
"02/01/2013","126.300","126.300","126.675","126.075","","-0.04%"
"01/31/2013","126.350","126.550","126.650","126.200","","-0.08%"
"01/30/2013","126.450","126.650","126.650","126.325","","-0.12%"
"01/29/2013","126.600","127.150","127.150","126.525","","-0.43%"
"01/28/2013","127.150","127.150","127.215","127.000","","0.00%"
"01/25/2013","127.150","127.150","127.150","127.150","","0.00%"
"01/24/2013","127.150","127.050","127.175","127.000","","0.08%"
"01/23/2013","127.050","126.800","127.175","126.800","","0.28%"
"01/22/2013","126.700","126.650","126.850","126.500","","0.02%"
"01/21/2013","126.675","126.650","126.725","126.475","","0.10%"
"01/18/2013","126.550","126.650","126.750","126.375","","-0.16%"
"01/17/2013","126.750","126.550","126.950","126.550","","0.12%"
"01/16/2013","126.600","126.500","126.775","126.400","","0.08%"
"01/15/2013","126.500","126.200","126.525","126.200","","0.20%"
"01/14/2013","126.250","126.250","126.250","126.250","","0.00%"
"01/11/2013","126.250","126.050","126.250","125.125","","0.12%"
"01/10/2013","126.100","126.150","126.200","125.750","","-0.16%"
"01/09/2013","126.300","127.600","128.050","125.875","","-0.67%"
"01/08/2013","127.150","127.300","128.100","127.050","","-0.20%"
"01/07/2013","127.400","127.400","127.490","127.240","","0.00%"
"01/04/2013","127.400","127.400","127.525","127.275","","-0.08%"
"01/03/2013","127.500","127.400","127.725","127.300","","0.12%"
"01/02/2013","127.350","127.400","127.500","127.190","","-0.24%"
"01/01/2013","127.650","127.900","127.950","127.250","","-0.04%"
"12/31/2012","127.700","127.200","127.950","127.150","","0.55%"
"12/28/2012","127.000","127.000","127.550","126.900","","0.00%"
"12/27/2012","127.000","127.000","127.000","127.000","","0.00%"
"12/26/2012","127.000","127.100","127.450","126.850","","0.04%"
"12/25/2012","126.950","126.950","126.950","126.950","","0.00%"
"12/24/2012","126.950","127.050","127.125","126.500","","-0.04%"
"12/21/2012","127.000","127.650","127.650","125.450","","-0.59%"
"12/20/2012","127.750","128.400","128.525","127.150","","-0.51%"
"12/19/2012","128.400","128.750","128.775","128.300","","-0.27%"
"12/18/2012","128.750","128.650","128.840","128.550","","0.08%"
"12/17/2012","128.650","128.550","128.800","128.450","","0.08%"
"12/14/2012","128.550","128.400","128.700","128.100","","0.04%"
"12/13/2012","128.500","128.775","128.825","128.250","","-0.17%"
"12/12/2012","128.725","128.850","129.275","128.675","","-0.10%"
"12/11/2012","128.850","128.775","128.910","128.675","","0.02%"
"12/10/2012","128.825","128.350","128.925","128.350","","0.21%"
"12/07/2012","128.550","128.750","128.900","128.300","","-0.16%"
"12/06/2012","128.750","129.000","129.000","128.450","","0.08%"
"12/05/2012","128.650","128.350","128.700","128.250","","0.27%"
"12/04/2012","128.300","129.425","129.425","128.150","","-0.89%"
"12/03/2012","129.450","129.900","130.075","129.200","","-0.54%"
"11/30/2012","130.150","130.350","130.385","130.000","","-0.15%"
"11/29/2012","130.350","130.150","130.350","130.100","","0.15%"
"11/28/2012","130.150","130.150","130.275","130.075","","0.00%"
"11/27/2012","130.150","130.150","130.150","130.150","","0.00%"
"11/26/2012","130.150","130.175","130.285","130.050","","-0.04%"
"11/23/2012","130.200","130.275","130.325","129.975","","-0.12%"
"11/22/2012","130.350","130.325","130.425","130.150","","0.04%"
"11/21/2012","130.300","130.300","130.350","130.150","","0.00%"
"11/20/2012","130.300","130.275","130.400","130.100","","0.12%"
"11/19/2012","130.150","129.950","130.210","129.950","","0.15%"
"11/16/2012","129.950","129.900","130.050","129.855","","0.12%"
"11/15/2012","129.800","130.150","130.275","129.800","","-0.36%"
"11/14/2012","130.275","130.400","130.855","130.150","","-0.17%"
"11/13/2012","130.500","130.500","130.500","130.500","","0.00%"
"11/12/2012","130.500","130.750","131.125","130.300","","-0.23%"
"11/09/2012","130.800","130.850","131.275","130.575","","0.11%"
"11/08/2012","130.650","130.950","131.085","130.650","","-0.15%"
"11/07/2012","130.850","130.700","130.950","130.675","","0.11%"
"11/06/2012","130.700","130.350","130.900","130.350","","0.19%"
"11/05/2012","130.450","130.300","130.450","130.275","","0.12%"
"11/02/2012","130.300","130.300","130.450","130.200","","0.22%"
"11/01/2012","130.010","130.250","130.550","130.010","","-0.18%"
"10/31/2012","130.250","130.100","130.300","130.100","","0.08%"
"10/30/2012","130.150","130.000","130.225","129.850","","0.27%"
"10/29/2012","129.800","129.800","129.800","129.800","","0.00%"
"10/26/2012","129.800","129.850","130.125","129.800","","-0.15%"
"10/25/2012","130.000","129.950","130.300","129.925","","-0.08%"
"10/24/2012","130.100","129.900","130.125","129.900","","0.15%"
"10/23/2012","129.900","129.750","130.300","129.750","","0.15%"
"10/22/2012","129.700","128.950","129.775","128.950","","0.52%"
"10/19/2012","129.025","128.900","129.130","128.825","","0.10%"
"10/18/2012","128.900","128.750","129.050","128.050","","0.14%"
"10/17/2012","128.725","128.750","128.925","128.650","","0.02%"
"10/16/2012","128.700","128.750","129.025","128.550","","0.19%"
"10/15/2012","128.450","128.450","128.625","128.325","","0.00%"
"10/12/2012","128.450","128.400","128.600","128.300","","0.04%"
"10/11/2012","128.400","128.550","128.725","128.375","","-0.04%"
"10/10/2012","128.450","128.400","128.650","128.300","","0.10%"
"10/09/2012","128.325","128.400","128.675","128.150","","-0.02%"
"10/08/2012","128.350","128.450","128.500","128.125","","-0.04%"
"10/05/2012","128.400","129.250","129.250","127.950","","-0.47%"
"10/04/2012","129.000","129.400","130.225","128.975","","-0.29%"
"10/03/2012","129.375","129.350","129.500","129.200","","0.06%"
"10/02/2012","129.300","129.150","129.300","129.050","","0.15%"
"10/01/2012","129.100","129.250","129.750","128.775","","-0.25%"
"09/28/2012","129.425","129.550","129.900","129.000","","-0.14%"
"09/27/2012","129.600","131.000","131.200","128.125","","-1.07%"
"09/26/2012","131.000","130.950","131.200","130.885","","-0.02%"
"09/25/2012","131.025","130.840","131.175","130.025","","-0.10%"
"09/24/2012","131.150","131.400","131.400","131.050","","-0.15%"
"09/21/2012","131.350","131.575","131.575","131.300","","-0.19%"
"09/20/2012","131.600","131.450","131.725","131.375","","-0.08%"
"09/19/2012","131.700","131.900","131.900","131.400","","-0.19%"
"09/18/2012","131.950","132.100","132.200","131.825","","-0.15%"
"09/17/2012","132.150","132.075","132.200","131.900","","0.04%"
"09/14/2012","132.100","131.875","133.050","131.850","","0.19%"
"09/13/2012","131.850","131.900","132.025","131.625","","-0.04%"
"09/12/2012","131.900","132.350","132.350","131.825","","-0.32%"
"09/11/2012","132.325","132.225","132.340","132.100","","0.02%"
"09/10/2012","132.300","132.350","132.435","132.125","","-0.06%"
"09/07/2012","132.375","132.425","132.450","132.200","","-0.02%"
"09/06/2012","132.400","132.375","132.430","132.210","","0.06%"
"09/05/2012","132.325","132.300","132.400","132.200","","0.00%"
"09/04/2012","132.325","132.225","132.400","132.200","","0.00%"
"09/03/2012","132.325","132.375","132.400","132.175","","-0.04%"
"08/31/2012","132.375","132.375","132.375","132.375","","0.00%"
"08/30/2012","132.375","132.400","132.470","132.200","","0.02%"
"08/29/2012","132.350","132.350","132.445","132.200","","0.00%"
"08/28/2012","132.350","132.475","132.550","132.215","","-0.11%"
"08/27/2012","132.500","132.275","132.625","132.175","","0.19%"
"08/24/2012","132.250","132.350","132.400","132.175","","-0.08%"
"08/23/2012","132.350","132.350","132.725","132.200","","0.00%"
"08/22/2012","132.350","131.900","132.400","131.840","","0.26%"
"08/21/2012","132.010","132.250","132.425","132.010","","-0.18%"
"08/20/2012","132.250","132.300","132.400","132.100","","-0.09%"
"08/17/2012","132.375","132.050","132.800","131.900","","0.28%"
"08/16/2012","132.000","131.950","132.100","131.850","","0.00%"
"08/15/2012","132.000","131.950","132.060","131.885","","0.04%"
"08/14/2012","131.950","131.950","132.075","131.825","","0.00%"
"08/13/2012","131.950","131.950","132.075","131.775","","0.04%"
"08/10/2012","131.900","132.000","132.100","131.765","","-0.06%"
"08/09/2012","131.975","131.950","132.075","131.750","","0.26%"
"08/08/2012","131.635","132.000","132.045","131.635","","-0.24%"
"08/07/2012","131.950","131.950","131.995","131.750","","0.05%"
"08/06/2012","131.885","131.950","132.075","131.710","","-0.05%"
"08/03/2012","131.950","131.800","132.050","131.800","","0.08%"
"08/02/2012","131.850","131.750","132.025","131.690","","0.00%"
"08/01/2012","131.850","131.850","131.850","131.850","","0.00%"
"07/31/2012","131.850","131.850","132.050","131.550","","0.00%"
"07/30/2012","131.850","131.750","132.050","131.500","","-0.11%"
"07/27/2012","132.000","131.200","132.100","131.150","","0.65%"
"07/26/2012","131.150","131.050","131.350","130.150","","0.11%"
"07/25/2012","131.000","130.750","131.150","130.750","","0.53%"
"07/24/2012","130.310","130.900","131.000","130.310","","-0.41%"
"07/23/2012","130.850","131.650","131.650","130.600","","-0.31%"
"07/20/2012","131.260","132.510","132.755","131.065","","-0.94%"
"07/19/2012","132.510","133.510","133.705","132.315","","-0.75%"
"07/18/2012","133.510","133.510","134.000","133.305","","0.00%"
"07/17/2012","133.510","133.510","133.950","133.315","","0.00%"
"07/16/2012","133.510","134.000","134.100","133.510","","-0.37%"
"07/13/2012","134.000","133.700","134.125","133.430","","0.37%"
"07/12/2012","133.510","133.750","133.985","133.315","","0.00%"
"07/11/2012","133.510","133.750","133.975","133.315","","-0.18%"
"07/10/2012","133.750","133.550","134.015","133.230","","0.37%"
"07/09/2012","133.260","133.450","133.675","133.065","","-0.14%"
"07/06/2012","133.450","133.850","133.975","132.975","","-0.30%"
"07/05/2012","133.850","133.750","133.925","133.475","","0.04%"
"07/04/2012","133.800","133.750","134.000","133.450","","0.44%"
"07/03/2012","133.210","133.210","133.405","133.015","","0.00%"
"07/02/2012","133.210","133.260","134.000","133.015","","-0.04%"
"06/29/2012","133.260","134.000","134.150","133.065","","-0.55%"
"06/28/2012","134.000","134.050","134.300","132.850","","0.52%"
"06/27/2012","133.310","134.000","134.250","132.850","","-0.44%"
"06/26/2012","133.900","133.250","134.100","133.050","","0.30%"
"06/25/2012","133.500","133.010","133.600","132.125","","0.37%"
"06/22/2012","133.010","132.900","133.550","132.610","","0.16%"
"06/21/2012","132.800","132.850","133.100","132.600","","-0.08%"
"06/20/2012","132.900","132.750","132.975","132.250","","0.29%"
"06/19/2012","132.510","132.150","132.950","132.005","","0.38%"
"06/18/2012","132.010","131.510","132.450","131.505","","0.38%"
"06/15/2012","131.510","132.075","132.200","131.410","","-0.23%"
"06/14/2012","131.810","132.000","132.400","131.615","","-0.14%"
"06/13/2012","132.000","132.650","132.700","131.300","","-0.23%"
"06/12/2012","132.310","132.000","133.025","131.805","","0.38%"
"06/11/2012","131.810","130.010","132.005","130.010","","1.38%"
"06/08/2012","130.010","130.200","130.725","129.815","","0.00%"
"06/07/2012","130.010","130.150","130.400","129.660","","0.00%"
"06/06/2012","130.010","130.500","130.500","129.815","","0.00%"
"06/05/2012","130.010","131.150","131.700","129.815","","0.00%"
"06/04/2012","130.010","130.510","130.510","129.815","","-0.38%"
"06/01/2012","130.510","132.050","132.225","130.315","","-0.76%"
"05/31/2012","131.510","132.550","132.750","131.315","","0.00%"
"05/30/2012","131.510","132.000","132.600","131.315","","0.00%"
"05/29/2012","131.510","131.300","132.150","131.125","","0.20%"
"05/28/2012","131.250","130.710","131.475","130.710","","0.41%"
"05/25/2012","130.710","130.850","131.500","130.515","","0.38%"
"05/24/2012","130.210","130.000","130.700","129.755","","0.31%"
"05/23/2012","129.810","129.850","130.475","129.515","","0.15%"
"05/22/2012","129.610","129.950","130.000","129.365","","0.08%"
"05/21/2012","129.510","129.510","130.050","129.315","","0.00%"
"05/18/2012","129.510","129.200","129.950","128.575","","0.47%"
"05/17/2012","128.910","129.000","129.365","128.555","","0.23%"
"05/16/2012","128.610","128.750","130.050","128.415","","-0.34%"
"05/15/2012","129.050","128.750","129.250","128.575","","0.23%"
"05/14/2012","128.750","128.000","129.025","128.000","","0.89%"
"05/11/2012","127.610","127.825","128.200","127.560","","0.16%"
"05/10/2012","127.410","127.950","128.165","127.385","","-0.48%"
"05/09/2012","128.030","127.950","128.190","127.600","","0.02%"
"05/08/2012","128.000","127.250","128.500","127.250","","0.62%"
"05/07/2012","127.210","127.210","127.210","127.210","","-0.16%"
"05/04/2012","127.410","126.950","128.250","126.750","","0.13%"
"05/03/2012","127.250","127.900","129.250","126.750","","-0.59%"
"05/02/2012","128.000","130.000","130.850","125.900","","-1.24%"
"05/01/2012","129.610","129.610","129.610","129.610","","0.00%"
"04/30/2012","129.610","129.950","131.250","129.415","","-0.26%"
"04/27/2012","129.950","130.525","131.825","129.725","","-0.20%"
"04/26/2012","130.210","131.900","132.150","129.675","","-1.73%"
